game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-16,Cardinals,Nationals,Miles Mikolas,Derek Law
2024-03-16,Blue Jays,Yankees,Paolo Espino,Luis Gil
2024-03-16,Rays,Twins,Ryan Pepiot,Pablo López
2024-03-16,Red Sox,Orioles,Cooper Criswell,Corbin Burnes
2024-03-16,Phillies,Marlins,Kolby Allard,Trevor Rogers
2024-03-16,Brewers,Athletics,Jakob Junis,Joe Boyle
2024-03-16,Giants,White Sox,Spencer Howard,Michael Kopech
2024-03-16,Mariners,Reds,George Kirby,Nick Lodolo
2024-03-16,Royals,Cubs,Jordan Lyles,Drew Smyly
2024-03-16,Guardians,Giants,Triston McKenzie,Daulton Jefferies
2024-03-16,D-backs,Rangers,Ryne Nelson,Cody Bradford
2024-03-16,Tigers,Pirates,Tarik Skubal,Mitch Keller
2024-03-16,White Sox,Mariners,Jake Woodford,Luis Castillo
2024-03-16,Rangers,Brewers,Yerry Rodríguez,Freddy Peralta
2024-03-16,Athletics,Rockies,Kyle Muller,Kyle Freeland
2024-03-16,Cubs,Angels,Ben Brown,José Soriano
2024-03-16,Mets,Astros,Michael Tonkin,J.P. France
2024-03-16,Pirates,Braves,Jared Jones,Charlie Morton
