game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-23,Reds,Pirates,Buck Farmer,Bailey Falter
2024-08-23,Rockies,Yankees,Kyle Freeland,Carlos Rodón
2024-08-23,Astros,Orioles,Hunter Brown,Cade Povich
2024-08-23,Angels,Blue Jays,Jack Kochanowicz,Chris Bassitt
2024-08-23,Cubs,Marlins,Kyle Hendricks,Max Meyer
2024-08-23,Rangers,Guardians,Nathan Eovaldi,Tanner Bibee
2024-08-23,D-backs,Red Sox,Ryne Nelson,Brayan Bello
2024-08-23,Nationals,Braves,MacKenzie Gore,Chris Sale
2024-08-23,Cardinals,Twins,Andre Pallante,David Festa
2024-08-23,Phillies,Royals,Taijuan Walker,Michael Wacha
2024-08-23,Tigers,White Sox,Keider Montero,Chris Flexen
2024-08-23,Mets,Padres,Paul Blackburn,Joe Musgrove
2024-08-23,Brewers,Athletics,Aaron Civale,JP Sears
2024-08-23,Giants,Mariners,Hayden Birdsong,Luis Castillo
2024-08-23,Rays,Dodgers,Tyler Alexander,Bobby Miller
