game_date,away_team,home_team,away_pitcher,home_pitcher
2025-06-19,Twins,Reds,Chris Paddack,Nick Martinez
2025-06-19,Rockies,Nationals,Chase Dollander,Trevor Williams
2025-06-19,Angels,Yankees,Tyler Anderson,Carlos Rodón
2025-06-19,Pirates,Tigers,Andrew Heaney,Tarik Skubal
2025-06-19,Cardinals,White Sox,Erick Fedde,Sean Burke
2025-06-19,Cardinals,White Sox,Michael McGreevy,Mike Vasil
2025-06-19,Brewers,Cubs,Freddy Peralta,Jameson Taillon
2025-06-19,Royals,Rangers,Michael Wacha,Shawn Armstrong
2025-06-19,D-backs,Blue Jays,Ryne Nelson,Kevin Gausman
2025-06-19,Guardians,Giants,Gavin Williams,Logan Webb
2025-06-19,Pirates,Tigers,Paul Skenes,Tyler Holton
2025-06-19,Phillies,Marlins,Cristopher Sánchez,Edward Cabrera
2025-06-19,Mets,Braves,Clay Holmes,Spencer Strider
2025-06-19,Orioles,Rays,Charlie Morton,Drew Rasmussen
2025-06-19,Astros,Athletics,Colton Gordon,Jacob Lopez
2025-06-19,Padres,Dodgers,Ryan Bergert,Yoshinobu Yamamoto
