game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-14,Yankees,Orioles,Carlos Rodón,Dean Kremer
2024-07-14,Athletics,Phillies,Joey Estes,Orion Kerkering
2024-07-14,Royals,Red Sox,Brady Singer,Brayan Bello
2024-07-14,Guardians,Rays,Ben Lively,Ryan Pepiot
2024-07-14,Rockies,Mets,Germán Márquez,Jose Quintana
2024-07-14,Dodgers,Tigers,Brent Honeywell,Beau Brieske
2024-07-14,Marlins,Reds,Trevor Rogers,Nick Lodolo
2024-07-14,Nationals,Brewers,Jake Irvin,Rob Zastryzny
2024-07-14,Rangers,Astros,Max Scherzer,Ronel Blanco
2024-07-14,Pirates,White Sox,Mitch Keller,Jared Shuster
2024-07-14,Cubs,Cardinals,Jameson Taillon,Miles Mikolas
2024-07-14,Twins,Giants,Chris Paddack,Blake Snell
2024-07-14,Mariners,Angels,Logan Gilbert,Carson Fulmer
2024-07-14,Braves,Padres,Chris Sale,Randy Vásquez
2024-07-14,Blue Jays,D-backs,Yusei Kikuchi,Zac Gallen
