game_date,away_team,home_team,away_pitcher,home_pitcher
2024-04-24,D-backs,Cardinals,Jordan Montgomery,Kyle Gibson
2024-04-24,Mets,Giants,Sean Manaea,Ryan Walker
2024-04-24,Orioles,Angels,Dean Kremer,Tyler Anderson
2024-04-24,Red Sox,Guardians,Cooper Criswell,Carlos Carrasco
2024-04-24,Brewers,Pirates,Bryse Wilson,Josh Fleming
2024-04-24,Phillies,Reds,Spencer Turnbull,Nick Lodolo
2024-04-24,Dodgers,Nationals,Landon Knack,Jake Irvin
2024-04-24,Tigers,Rays,Jack Flaherty,Shawn Armstrong
2024-04-24,Athletics,Yankees,Joe Boyle,Clarke Schmidt
2024-04-24,Marlins,Braves,Sixto Sánchez,Reynaldo López
2024-04-24,White Sox,Twins,Garrett Crochet,Joe Ryan
2024-04-24,Blue Jays,Royals,Yariel Rodríguez,Alec Marsh
2024-04-24,Astros,Cubs,Spencer Arrighetti,Jameson Taillon
2024-04-24,Mariners,Rangers,Bryce Miller,Jon Gray
2024-04-24,Padres,Rockies,Matt Waldron,Ty Blach
