game_date,away_team,home_team,away_pitcher,home_pitcher
2024-04-27,Dodgers,Blue Jays,Tyler Glasnow,Yusei Kikuchi
2024-04-27,Reds,Rangers,Hunter Greene,Michael Lorenzen
2024-04-27,Cardinals,Mets,Sonny Gray,Adrian Houser
2024-04-27,Athletics,Orioles,JP Sears,Cole Irvin
2024-04-27,Nationals,Marlins,Mitchell Parker,Edward Cabrera
2024-04-27,Cubs,Red Sox,Ben Brown,Josh Winckowski
2024-04-27,Astros,Rockies,Ronel Blanco,Cal Quantrill
2024-04-27,Royals,Tigers,Brady Singer,Casey Mize
2024-04-27,Yankees,Brewers,Carlos Rodón,Joe Ross
2024-04-27,Rays,White Sox,Aaron Civale,Jonathan Cannon
2024-04-27,Guardians,Braves,Tanner Bibee,Charlie Morton
2024-04-27,Phillies,Padres,Ranger Suárez,Dylan Cease
2024-04-27,Pirates,Giants,Martín Pérez,Jordan Hicks
2024-04-27,Twins,Angels,Chris Paddack,José Soriano
2024-04-27,D-backs,Mariners,Slade Cecconi,George Kirby
