game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-25,Guardians,Orioles,Logan Allen,Cole Irvin
2024-06-25,Phillies,Tigers,Ranger Suárez,Tarik Skubal
2024-06-25,Mariners,Rays,Luis Castillo,Zack Littell
2024-06-25,Yankees,Mets,Gerrit Cole,David Peterson
2024-06-25,Pirates,Reds,Mitch Keller,Hunter Greene
2024-06-25,Blue Jays,Red Sox,Kevin Gausman,Brayan Bello
2024-06-25,Rangers,Brewers,Andrew Heaney,Hoby Milner
2024-06-25,Marlins,Royals,Yonny Chirinos,Seth Lugo
2024-06-25,Rockies,Astros,Austin Gomber,Hunter Brown
2024-06-25,Dodgers,White Sox,Bobby Miller,Chris Flexen
2024-06-25,Athletics,Angels,Mitch Spence,Tyler Anderson
2024-06-25,Nationals,Padres,MacKenzie Gore,Adam Mazur
2024-06-25,Twins,D-backs,Joe Ryan,Brandon Pfaadt
2024-06-25,Cubs,Giants,Kyle Hendricks,Randy Rodríguez
2024-06-25,Braves,Cardinals,Reynaldo López,Kyle Gibson
