game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-12,Athletics,Phillies,Hogan Harris,Ranger Suárez
2024-07-12,Dodgers,Tigers,James Paxton,Tarik Skubal
2024-07-12,Guardians,Rays,Carlos Carrasco,Taj Bradley
2024-07-12,Yankees,Orioles,Gerrit Cole,Cade Povich
2024-07-12,Rockies,Mets,Tanner Gordon,Sean Manaea
2024-07-12,Marlins,Reds,Yonny Chirinos,Carson Spiers
2024-07-12,Royals,Red Sox,Cole Ragans,Cooper Criswell
2024-07-12,Nationals,Brewers,Jackson Rutledge,Freddy Peralta
2024-07-12,Rangers,Astros,Andrew Heaney,Hunter Brown
2024-07-12,Pirates,White Sox,Marco Gonzales,Garrett Crochet
2024-07-12,Cubs,Cardinals,Kyle Hendricks,Sonny Gray
2024-07-12,Mariners,Angels,Bryan Woo,Tyler Anderson
2024-07-12,Braves,Padres,Spencer Schwellenbach,Matt Waldron
2024-07-12,Blue Jays,D-backs,Yariel Rodríguez,Ryne Nelson
2024-07-12,Twins,Giants,Joe Ryan,Kyle Harrison
