game_date,away_team,home_team,away_pitcher,home_pitcher
2024-04-01,Braves,White Sox,Charlie Morton,Chris Flexen
2024-04-01,Rockies,Cubs,Dakota Hudson,Shota Imanaga
2024-04-01,Pirates,Nationals,Marco Gonzales,MacKenzie Gore
2024-04-01,Royals,Orioles,Michael Wacha,Dean Kremer
2024-04-01,Reds,Phillies,Andrew Abbott,Cristopher Sánchez
2024-04-01,Angels,Marlins,Chase Silseth,Max Meyer
2024-04-01,Rangers,Rays,Dane Dunning,Ryan Pepiot
2024-04-01,Tigers,Mets,Reese Olson,Sean Manaea
2024-04-01,Blue Jays,Astros,Bowden Francis,Ronel Blanco
2024-04-01,Guardians,Mariners,Triston McKenzie,Emerson Hancock
2024-04-01,Cardinals,Padres,Kyle Gibson,Matt Waldron
2024-04-01,Red Sox,Athletics,Tanner Houck,Joe Boyle
2024-04-01,Yankees,D-backs,Luis Gil,Ryne Nelson
2024-04-01,Giants,Dodgers,Keaton Winn,James Paxton
