game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-22,Rays,Yankees,Zack Littell,Carlos Rodón
2024-07-22,Cardinals,Pirates,Andre Pallante,Mitch Keller
2024-07-22,Mets,Marlins,David Peterson,Yonny Chirinos
2024-07-22,Tigers,Guardians,Tarik Skubal,Carlos Carrasco
2024-07-22,Reds,Braves,Hunter Greene,Reynaldo López
2024-07-22,Phillies,Twins,Ranger Suárez,Bailey Ober
2024-07-22,White Sox,Rangers,Erick Fedde,Michael Lorenzen
2024-07-22,Brewers,Cubs,Tobias Myers,Javier Assad
2024-07-22,D-backs,Royals,Yilber Díaz,Cole Ragans
2024-07-22,Red Sox,Rockies,Tanner Houck,Austin Gomber
2024-07-22,Angels,Mariners,Tyler Anderson,Bryce Miller
2024-07-22,Astros,Athletics,Spencer Arrighetti,Hogan Harris
2024-07-22,Giants,Dodgers,Blake Snell,River Ryan
