game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-01,Brewers,Reds,Tobias Myers,Brandon Williamson
2024-09-01,Cubs,Nationals,Jordan Wicks,Mitchell Parker
2024-09-01,Cardinals,Yankees,Miles Mikolas,Nestor Cortes
2024-09-01,Padres,Rays,Dylan Cease,Ryan Pepiot
2024-09-01,Red Sox,Tigers,Cooper Criswell,Beau Brieske
2024-09-01,Pirates,Guardians,Mitch Keller,Alex Cobb
2024-09-01,Blue Jays,Twins,Yariel Rodríguez,Bailey Ober
2024-09-01,Royals,Astros,Alec Marsh,Ronel Blanco
2024-09-01,Mets,White Sox,Sean Manaea,Garrett Crochet
2024-09-01,Athletics,Rangers,Mitch Spence,Walter Pennington
2024-09-01,Orioles,Rockies,Zach Eflin,Ty Blach
2024-09-01,Marlins,Giants,Darren McCaughan,Logan Webb
2024-09-01,Mariners,Angels,Bryce Miller,Caden Dana
2024-09-01,Dodgers,D-backs,Justin Wrobleski,Brandon Pfaadt
2024-09-01,Braves,Phillies,Spencer Schwellenbach,Aaron Nola
