game_date,away_team,home_team,away_pitcher,home_pitcher
2024-04-23,Red Sox,Guardians,Tanner Houck,Ben Lively
2024-04-23,Brewers,Pirates,Tobias Myers,Bailey Falter
2024-04-23,Phillies,Reds,Cristopher Sánchez,Andrew Abbott
2024-04-23,Dodgers,Nationals,James Paxton,Patrick Corbin
2024-04-23,Tigers,Rays,Kenta Maeda,Ryan Pepiot
2024-04-23,Athletics,Yankees,Paul Blackburn,Marcus Stroman
2024-04-23,Marlins,Braves,Trevor Rogers,Max Fried
2024-04-23,White Sox,Twins,Erick Fedde,Pablo López
2024-04-23,Blue Jays,Royals,Kevin Gausman,Michael Wacha
2024-04-23,Astros,Cubs,J.P. France,Jordan Wicks
2024-04-23,D-backs,Cardinals,Tommy Henry,Steven Matz
2024-04-23,Mariners,Rangers,Logan Gilbert,Dane Dunning
2024-04-23,Padres,Rockies,Michael King,Ryan Feltner
2024-04-23,Orioles,Angels,Grayson Rodriguez,Griffin Canning
2024-04-23,Mets,Giants,Luis Severino,Logan Webb
