game_date,away_team,home_team,away_pitcher,home_pitcher
2024-05-11,Twins,Blue Jays,Simeon Woods Richardson,Kevin Gausman
2024-05-11,Cubs,Pirates,Justin Steele,Paul Skenes
2024-05-11,D-backs,Orioles,Ryne Nelson,John Means
2024-05-11,Yankees,Rays,Nestor Cortes,Zack Littell
2024-05-11,Braves,Mets,Max Fried,Christian Scott
2024-05-11,Phillies,Marlins,Taijuan Walker,Jesús Luzardo
2024-05-11,Nationals,Red Sox,Jake Irvin,Cooper Criswell
2024-05-11,Astros,Tigers,Cristian Javier,Tarik Skubal
2024-05-11,Guardians,White Sox,Triston McKenzie,Mike Clevinger
2024-05-11,Reds,Giants,Nick Lodolo,Mason Black
2024-05-11,Cardinals,Brewers,Kyle Gibson,Freddy Peralta
2024-05-11,Rangers,Rockies,Andrew Heaney,Ryan Feltner
2024-05-11,Dodgers,Padres,James Paxton,Matt Waldron
2024-05-11,Royals,Angels,Cole Ragans,Tyler Anderson
2024-05-11,Athletics,Mariners,Joey Estes,Bryce Miller
