game_date,away_team,home_team,away_pitcher,home_pitcher
2024-05-10,Cubs,Pirates,Javier Assad,Jared Jones
2024-05-10,Astros,Tigers,Framber Valdez,Casey Mize
2024-05-10,Yankees,Rays,Clarke Schmidt,Taj Bradley
2024-05-10,D-backs,Orioles,Brandon Pfaadt,Cole Irvin
2024-05-10,Twins,Blue Jays,Joe Ryan,Yusei Kikuchi
2024-05-10,Braves,Mets,Charlie Morton,Jose Quintana
2024-05-10,Phillies,Marlins,Ranger Suárez,Trevor Rogers
2024-05-10,Nationals,Red Sox,Patrick Corbin,Tanner Houck
2024-05-10,Guardians,White Sox,Carlos Carrasco,Garrett Crochet
2024-05-10,Cardinals,Brewers,Lance Lynn,Robert Gasser
2024-05-10,Rangers,Rockies,Jon Gray,Austin Gomber
2024-05-10,Royals,Angels,Alec Marsh,Griffin Canning
2024-05-10,Athletics,Mariners,Paul Blackburn,Bryan Woo
2024-05-10,Dodgers,Padres,Tyler Glasnow,Michael King
2024-05-10,Reds,Giants,Andrew Abbott,Logan Webb
