game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-14,Yankees,Tigers,Marcus Stroman,Casey Mize
2024-03-14,Rays,Braves,Zack Littell,Chris Sale
2024-03-14,Blue Jays,Twins,Bowden Francis,Bailey Ober
2024-03-14,Mets,Cardinals,José Buttó,Lance Lynn
2024-03-14,Red Sox,Phillies,Josh Winckowski,Ranger Suárez
2024-03-14,Orioles,Pirates,Grayson Rodriguez,Marco Gonzales
2024-03-14,Athletics,Cubs,JP Sears,Shota Imanaga
2024-03-14,Rockies,Guardians,Peter Lambert,Logan Allen
2024-03-14,Angels,White Sox,Tyler Anderson,Michael Soroka
2024-03-14,Brewers,Mariners,Janson Junk,Bryan Woo
2024-03-14,Royals,D-backs,Michael Wacha,Tommy Henry
2024-03-14,Astros,Nationals,Luis Contreras,Zach Davies
2024-03-14,Reds,Rangers,Tejay Antone,Jon Gray
