game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-11,Braves,Orioles,Max Fried,Albert Suárez
2024-06-11,Nationals,Tigers,Mitchell Parker,Kenta Maeda
2024-06-11,Cubs,Rays,Jameson Taillon,Zach Eflin
2024-06-11,Marlins,Mets,Jesús Luzardo,Tylor Megill
2024-06-11,Guardians,Reds,Triston McKenzie,Brent Suter
2024-06-11,Phillies,Red Sox,Zack Wheeler,Kutter Crawford
2024-06-11,Rockies,Twins,Cal Quantrill,Louis Varland
2024-06-11,Pirates,Cardinals,Paul Skenes,Miles Mikolas
2024-06-11,Blue Jays,Brewers,Yusei Kikuchi,Carlos Rodriguez
2024-06-11,Yankees,Royals,Marcus Stroman,Brady Singer
2024-06-11,White Sox,Mariners,Drew Thorpe,Jhonathan Díaz
2024-06-11,Athletics,Padres,JP Sears,Randy Vásquez
2024-06-11,Angels,D-backs,José Suarez,Jordan Montgomery
2024-06-11,Astros,Giants,Ronel Blanco,Jordan Hicks
2024-06-11,Rangers,Dodgers,Dane Dunning,James Paxton
