game_date,away_team,home_team,away_pitcher,home_pitcher
2024-05-14,Phillies,Mets,Aaron Nola,José Buttó
2024-05-14,Nationals,White Sox,Trevor Williams,Chris Flexen
2024-05-14,Nationals,White Sox,Mitchell Parker,Erick Fedde
2024-05-14,Marlins,Tigers,Ryan Weathers,Reese Olson
2024-05-14,Rays,Red Sox,Aaron Civale,Nick Pivetta
2024-05-14,Cubs,Braves,Jameson Taillon,Chris Sale
2024-05-14,Yankees,Twins,Carlos Rodón,Chris Paddack
2024-05-14,Pirates,Brewers,Quinn Priester,Joe Ross
2024-05-14,Guardians,Rangers,Ben Lively,Jack Leiter
2024-05-14,Athletics,Astros,JP Sears,Ronel Blanco
2024-05-14,Cardinals,Angels,Sonny Gray,Reid Detmers
2024-05-14,Royals,Mariners,Michael Wacha,Logan Gilbert
2024-05-14,Rockies,Padres,Cal Quantrill,Dylan Cease
2024-05-14,Reds,D-backs,Hunter Greene,Slade Cecconi
2024-05-14,Dodgers,Giants,Gavin Stone,Keaton Winn
2024-05-14,Blue Jays,Orioles,Chris Bassitt,Kyle Bradish
