game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-30,Brewers,Mets,DL Hall,Luis Severino
2024-03-30,Tigers,White Sox,Kenta Maeda,Michael Soroka
2024-03-30,Braves,Phillies,Max Fried,Aaron Nola
2024-03-30,Angels,Orioles,Griffin Canning,Grayson Rodriguez
2024-03-30,Guardians,Athletics,Tanner Bibee,JP Sears
2024-03-30,Blue Jays,Rays,Yusei Kikuchi,Zack Littell
2024-03-30,Pirates,Marlins,Jared Jones,Ryan Weathers
2024-03-30,Twins,Royals,Joe Ryan,Seth Lugo
2024-03-30,Nationals,Reds,Patrick Corbin,Hunter Greene
2024-03-30,Cubs,Rangers,Kyle Hendricks,Cody Bradford
2024-03-30,Giants,Padres,Jordan Hicks,Dylan Cease
2024-03-30,Yankees,Astros,Marcus Stroman,Hunter Brown
2024-03-30,Rockies,D-backs,Austin Gomber,Tommy Henry
2024-03-30,Cardinals,Dodgers,Lance Lynn,Yoshinobu Yamamoto
2024-03-30,Red Sox,Mariners,Kutter Crawford,Logan Gilbert
