game_date,away_team,home_team,away_pitcher,home_pitcher
2025-07-05,Rays,Twins,Taj Bradley,Cole Sands
2025-07-05,Cardinals,Cubs,Matthew Liberatore,Drew Pomeranz
2025-07-05,Angels,Blue Jays,Jack Kochanowicz,Max Scherzer
2025-07-05,Red Sox,Nationals,Walker Buehler,Mitchell Parker
2025-07-05,Reds,Phillies,Nick Lodolo,Ranger Suárez
2025-07-05,Royals,D-backs,Michael Wacha,Ryne Nelson
2025-07-05,Orioles,Braves,Dean Kremer,Aaron Bummer
2025-07-05,Brewers,Marlins,Chad Patrick,Cal Quantrill
2025-07-05,Yankees,Mets,Carlos Rodón,Frankie Montas
2025-07-05,Astros,Dodgers,Framber Valdez,Shohei Ohtani
2025-07-05,Tigers,Guardians,Casey Mize,Logan Allen
2025-07-05,White Sox,Rockies,Jonathan Cannon,Germán Márquez
2025-07-05,Rangers,Padres,Patrick Corbin,Stephen Kolek
2025-07-05,Giants,Athletics,Logan Webb,Luis Severino
2025-07-05,Pirates,Mariners,Mike Burrows,Luis Castillo
