game_date,away_team,home_team,away_pitcher,home_pitcher
2024-05-07,Rangers,Athletics,José Ureña,Ross Stripling
2024-05-07,Tigers,Guardians,Kenta Maeda,Logan Allen
2024-05-07,Angels,Pirates,Patrick Sandoval,Quinn Priester
2024-05-07,Blue Jays,Phillies,José Berríos,Cristopher Sánchez
2024-05-07,D-backs,Reds,Zac Gallen,Frankie Montas
2024-05-07,Orioles,Nationals,Corbin Burnes,Trevor Williams
2024-05-07,White Sox,Rays,Michael Soroka,Zach Eflin
2024-05-07,Astros,Yankees,Justin Verlander,Luis Gil
2024-05-07,Red Sox,Braves,Kutter Crawford,Reynaldo López
2024-05-07,Mariners,Twins,Emerson Hancock,Bailey Ober
2024-05-07,Brewers,Royals,Colin Rea,Seth Lugo
2024-05-07,Padres,Cubs,Randy Vásquez,Shota Imanaga
2024-05-07,Mets,Cardinals,José Buttó,Miles Mikolas
2024-05-07,Giants,Rockies,Kyle Harrison,Dakota Hudson
2024-05-07,Marlins,Dodgers,Edward Cabrera,Yoshinobu Yamamoto
