team_name,avg_launch_speed,avg_bat_speed,avg_swing_length
ATL,89.47430555555555,70.79056818181819,6.890909090909091
BAL,82.1806746031746,68.71459750566893,7.069807256235827
BOS,87.72053571428572,72.64294642857142,7.644375
CHC,78.09027777777779,68.09690476190475,6.804761904761905
CIN,85.11530612244897,70.48792774685633,7.3221397649969076
CLE,78.93804761904762,65.57571428571428,6.969746031746032
COL,79.65734126984127,71.28208333333333,7.13625
CWS,80.25483333333334,67.75649350649351,7.295662337662338
DET,83.21809523809524,68.65034391534391,7.057037037037038
HOU,76.89916666666667,64.98371794871795,7.243333333333333
KC,83.35803571428572,65.6140331890332,6.62671287046287
LAA,80.03170274170273,67.90425170068026,6.822210884353742
LAD,89.4102380952381,71.51714285714286,7.251190476190476
MIA,87.89,72.03333333333333,6.807361111111112
MIL,85.42138888888888,69.08055555555556,7.105849673202614
MIN,85.29015873015874,71.81276190476191,7.239476190476191
NYM,82.87970624613482,70.178231292517,7.542460317460317
NYY,89.25433673469388,72.53552875695733,7.623910018552875
PHI,81.795625,70.11659226190476,7.331577380952381
PIT,85.388,69.56442857142858,6.998
SD,86.52238888888888,67.37036507936509,6.662746031746032
SEA,78.12222222222222,68.91666666666667,7.559722222222223
SF,84.06463203463203,72.78752913752913,7.4743589743589745
STL,88.87321428571427,70.18799603174604,7.17420634920635
TB,87.00511111111112,71.76701298701298,7.324991674991675
TEX,85.01511904761905,70.51439153439154,7.567883597883598
TOR,84.02202380952382,71.16322751322751,7.2397817460317455
WSH,74.88333333333334,69.21083333333333,7.252916666666667
