full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Yu Darvish,63,84.95,2537.79,6.63,5,0,64.81,15.53,82.74,7.26,1
Andrew Heaney,490,85.31,2374.16,6.3,26,0,70.23,24.51,83.55,7.19,6
Yusei Kikuchi,601,88.59,2213.65,6.67,46,0,70.83,19.14,83.33,7.36,6
Jacob deGrom,523,93.28,2500.06,6.68,39,0,68.86,21.81,82.4,7.19,6
Austin Gomber,403,82.63,2029.59,6.68,11,0,71.59,19.29,83.15,7.5,5
Freddy Peralta,561,90.45,2328.34,6.83,36,0,69.93,20.41,80.97,7.17,6
Brady Singer,530,87.95,2379.65,6.93,30,0,69.13,15.3,82.63,7.09,6
Zac Gallen,572,89.08,2249.43,6.5,37,0,69.25,14.54,85.88,7.41,6
Shane Baz,568,91.51,2446.22,6.32,44,0,70.84,16.63,83.72,7.18,6
Keider Montero,297,88.53,2449.48,6.27,17,0,69.05,18.09,81.87,7.33,4
Janson Junk,445,88.15,2334.51,6.54,21,0,70.25,20.69,84.15,7.08,6
Tanner Bibee,574,88.07,2441.91,6.52,34,0,68.39,15.11,81.27,7.24,6
Colton Gordon,442,85.93,2273.83,6.84,18,0,70.22,23.53,80.29,7.3,5
Sean Burke,429,88.44,2498.28,7.07,24,0,69.08,21.08,83.88,7.21,5
Richard Fitts,212,91.64,2420.75,6.67,13,0,69.2,18.28,82.69,6.96,3
Landen Roupp,505,86.18,2359.23,6.2,20,0,70.08,8.03,83.22,7.4,6
Noah Cameron,546,86.04,2221.46,6.26,31,0,70.28,15.42,84.01,7.34,6
Yoshinobu Yamamoto,491,90.2,2164.98,6.48,32,0,69.31,16.52,82.58,7.13,6
