team,wins,losses,run_diff,streak,games_played,win_pct
TOR,57,41,24,W2,98,.582
NYY,54,44,110,W1,98,.551
BOS,53,47,52,L2,100,.530
TB,52,47,72,W2,99,.525
BAL,43,54,-101,L4,97,.443
DET,59,40,82,L6,99,.596
CLE,47,50,-49,L1,97,.485
MIN,47,51,-14,L3,98,.480
KC,47,52,-31,L2,99,.475
CWS,34,65,-83,W2,99,.343
HOU,56,42,50,L3,98,.571
SEA,53,45,38,W5,98,.541
TEX,50,49,52,W3,99,.505
LAA,48,50,-65,L1,98,.490
Athletics,42,58,-130,W1,100,.420
PHI,56,42,66,W1,98,.571
NYM,55,44,38,L3,99,.556
MIA,46,51,-52,W4,97,.474
ATL,43,54,3,L1,97,.443
WSH,39,59,-105,W1,98,.398
CHC,59,39,128,W4,98,.602
MIL,58,40,84,W9,98,.592
CIN,52,47,38,W4,99,.525
STL,51,48,4,L2,99,.515
PIT,39,60,-68,L2,99,.394
LAD,58,41,66,L2,99,.586
SD,53,45,10,L1,98,.541
SF,52,47,10,L4,99,.525
ARI,49,50,18,W3,99,.495
COL,24,74,-247,W2,98,.245
