full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Sonny Gray,459,88.34,2485.2,6.63,35,0,67.44,12.93,83.03,7.12,5
Kyle Hendricks,375,83.18,2261.97,5.63,12,0,70.93,16.04,79.93,7.42,5
Andrew Heaney,452,87.7,2396.06,6.49,30,0,70.63,22.0,80.65,7.32,5
Yusei Kikuchi,555,91.83,2256.94,6.96,44,0,68.7,22.74,83.19,6.93,6
Ben Lively,512,86.06,1945.25,6.81,30,0,69.33,19.86,84.52,7.02,6
Kyle Freeland,434,88.37,2310.0,6.6,29,0,71.74,17.81,84.97,7.45,5
Carson Fulmer,367,90.03,2125.19,6.37,23,0,71.57,18.13,83.56,7.34,8
Paul Blackburn,72,86.97,2306.89,6.36,2,0,70.04,26.81,83.17,7.06,1
Freddy Peralta,498,89.82,2214.29,6.6,30,0,69.59,23.5,81.81,7.2,5
Brady Singer,532,87.68,2335.95,7.04,29,0,69.31,15.09,81.28,7.27,6
Framber Valdez,476,88.17,2378.0,5.91,34,0,69.68,1.5,83.89,7.45,5
Nick Lodolo,338,90.64,2333.35,6.18,21,0,68.84,16.69,83.03,7.13,4
Zac Gallen,541,88.68,2251.7,6.63,26,0,70.45,9.45,82.44,7.38,6
MacKenzie Gore,446,91.71,2272.48,7.04,22,0,69.96,20.82,81.97,7.19,5
Shane Baz,322,90.96,2372.7,6.56,19,0,70.56,21.96,86.39,7.15,4
Trevor Rogers,573,88.71,2224.22,6.78,25,0,71.39,18.18,83.1,7.32,6
George Kirby,554,91.94,2154.96,6.49,38,0,68.57,19.43,82.31,6.95,6
Keider Montero,507,87.94,2412.22,6.4,25,0,69.75,19.73,84.82,7.24,6
Kodai Senga,73,89.21,2024.71,6.45,9,0,69.61,17.78,85.51,7.49,1
Brayan Bello,443,91.72,2064.44,6.29,32,0,70.21,10.51,83.32,7.25,5
Grayson Rodriguez,586,88.88,2232.56,7.28,37,0,69.11,13.76,83.72,7.17,6
Drew Thorpe,390,85.32,2269.56,6.37,16,0,70.56,23.63,78.72,7.54,5
Kyle Harrison,354,87.42,2084.29,6.68,22,0,69.55,18.32,82.69,7.03,4
Gavin Stone,436,91.91,2055.31,6.6,19,0,69.44,11.06,82.4,7.27,5
Adam Mazur,199,89.2,2189.1,5.92,11,0,70.45,22.17,87.36,7.32,3
