game_date,away_team,home_team,away_pitcher,home_pitcher,home_pitcher_total_pitches,home_pitcher_avg_velocity,home_pitcher_avg_spin_rate,home_pitcher_avg_extension,home_pitcher_strikeouts,home_pitcher_whiffs,home_pitcher_avg_bat_speed,home_pitcher_avg_launch_angle,home_pitcher_avg_exit_velocity,home_pitcher_avg_swing_length,home_pitcher_games_played,away_pitcher_total_pitches,away_pitcher_avg_velocity,away_pitcher_avg_spin_rate,away_pitcher_avg_extension,away_pitcher_strikeouts,away_pitcher_whiffs,away_pitcher_avg_bat_speed,away_pitcher_avg_launch_angle,away_pitcher_avg_exit_velocity,away_pitcher_avg_swing_length,away_pitcher_games_played,home_team_avg_launch_speed,home_team_avg_bat_speed,home_team_avg_swing_length,away_team_avg_launch_speed,away_team_avg_bat_speed,away_team_avg_swing_length,home_wins,home_losses,home_run_diff,home_streak,home_games_played,home_win_pct,away_wins,away_losses,away_run_diff,away_streak,away_games_played,away_win_pct
2024-07-24,CIN,ATL,FRANKIE MONTAS,ALLAN WINANS,65.0,83.55,2140.88,6.63,3.0,0.0,71.66,12.92,81.4,7.61,1.0,478.0,91.54,2198.17,5.98,25.0,0.0,70.65,20.55,82.99,7.36,5.0,88.11904761904763,70.93518518518518,7.105555555555555,82.15142857142857,72.34790404040403,7.4482323232323235,42.0,53.0,2.0,L1,95.0,0.442,50,47,31,W2,97,0.515
2024-07-24,STL,PIT,MATTHEW LIBERATORE,MARTIN PEREZ,,,,,,,,,,,,289.0,90.74,2363.9,6.32,16.0,0.0,69.98,20.91,81.4,7.34,8.0,84.39366666666666,73.79863492063491,7.1439047619047615,86.17666666666666,70.2556462585034,7.432704081632653,39.0,58.0,-53.0,W1,97.0,0.402,51,46,17,W1,97,0.526
2024-07-24,PHI,MIN,AARON NOLA,STEVEN OKERT,112.0,87.01,2350.62,6.44,7.0,0.0,67.89,17.76,76.46,7.24,8.0,572.0,87.26,2359.84,6.84,42.0,0.0,70.12,16.94,81.0,7.44,6.0,78.56800000000001,71.26472027972028,7.615425407925407,81.9190625,69.39428571428572,7.259305555555556,47.0,49.0,-8.0,L1,96.0,0.49,55,41,63,W1,96,0.573
2024-07-24,MIL,CHC,ROB ZASTRYZNY,JUSTIN STEELE,551.0,88.64,2456.01,6.35,35.0,0.0,70.0,19.86,81.35,6.96,6.0,119.0,88.04,2467.96,6.6,5.0,0.0,69.94,19.42,79.92,7.28,9.0,81.11102040816327,67.62191915227629,6.886840659340659,81.55699999999999,69.18952380952382,7.084642857142858,57.0,39.0,119.0,W2,96.0,0.594,56,40,81,W7,96,0.583
2024-07-24,BOS,COL,NICK PIVETTA,CAL QUANTRILL,427.0,89.2,1895.93,6.45,22.0,0.0,70.02,15.04,82.97,7.15,5.0,526.0,88.47,2415.77,6.79,48.0,0.0,69.32,25.17,81.74,7.09,6.0,86.82916666666667,70.3926406926407,7.451379870129871,85.81297619047619,71.31587301587301,7.658730158730159,22.0,74.0,-253.0,L2,96.0,0.229,53,45,61,W10,98,0.541
2024-07-24,HOU,OAK,HUNTER BROWN,JP SEARS,455.0,86.08,2160.38,6.36,27.0,0.0,71.37,22.17,82.51,7.23,5.0,590.0,93.16,2174.24,6.6,36.0,0.0,69.27,16.11,80.6,6.86,6.0,,,,89.92919501133788,69.66275510204082,7.392006802721089,,,,,,,56,40,56,L1,96,0.583
2024-07-24,LAA,SEA,GRIFFIN CANNING,LUIS CASTILLO,,,,,,,,,,,,522.0,89.65,2159.57,5.89,25.0,0.0,69.82,16.16,82.46,7.22,6.0,84.59511904761905,70.11439909297052,7.118004535147392,82.83566137566139,67.55216976736713,6.581142118115803,51.0,45.0,32.0,W3,96.0,0.531,47,49,-62,L1,96,0.49
2024-07-24,BAL,MIA,CHAYCE MCDERMOTT,EDWARD CABRERA,316.0,92.03,2119.59,6.63,18.0,0.0,70.87,15.36,86.29,7.33,4.0,82.0,87.65,2088.77,6.89,3.0,0.0,67.32,20.9,83.35,7.01,1.0,83.63148148148149,64.67231481481481,6.080740740740741,84.02291005291005,69.41246913580247,7.287777777777778,44.0,51.0,-55.0,W2,95.0,0.463,43,52,-90,L2,95,0.453
2024-07-24,DET,CLE,JACK FLAHERTY,TANNER BIBEE,562.0,88.16,2448.76,6.61,31.0,0.0,68.33,26.24,80.27,6.95,6.0,375.0,87.19,2366.47,6.59,25.0,0.0,69.48,19.7,81.2,7.47,4.0,85.82761904761905,66.96864285714285,6.930571428571429,82.65305555555555,69.81380952380952,7.194523809523809,46.0,49.0,-45.0,W2,95.0,0.484,59,38,87,L4,97,0.608
2024-07-24,SD,WSH,MATT WALDRON,MITCHELL PARKER,390.0,88.24,2080.4,6.85,23.0,0.0,69.68,20.34,81.12,7.28,5.0,554.0,82.5,1349.05,6.66,27.0,0.0,68.62,17.04,82.15,7.26,6.0,87.34214285714286,70.8952380952381,7.449166666666666,86.2184375,67.80604967948719,6.958982371794872,38.0,58.0,-102.0,L4,96.0,0.396,52,44,7,L1,96,0.542
2024-07-24,NYM,NYY,SEAN MANAEA,GERRIT COLE,561.0,91.71,2440.58,6.26,33.0,0.0,69.19,22.35,82.93,7.04,6.0,557.0,87.47,1990.56,7.21,28.0,0.0,69.97,20.58,82.95,7.0,6.0,82.9795918367347,71.48523809523809,7.355873015873016,85.64391620284478,70.74801020408164,7.121530612244897,53.0,43.0,111.0,L2,96.0,0.552,55,42,45,L1,97,0.567
2024-07-24,TB,TOR,ZACH EFLIN,YARIEL RODRIGUEZ,,,,,,,,,,,,465.0,86.89,2249.86,6.57,24.0,0.0,68.4,11.87,79.54,7.26,5.0,82.72242857142858,67.41388888888889,7.203333333333333,80.435,72.48,7.057777777777777,55.0,41.0,17.0,L2,96.0,0.573,50,47,61,L4,97,0.515
2024-07-24,CWS,TEX,CHRIS FLEXEN,NATHAN EOVALDI,550.0,90.06,1990.16,6.58,34.0,0.0,69.46,10.65,84.42,7.17,6.0,576.0,85.86,2194.4,6.33,21.0,0.0,70.04,20.09,81.8,7.27,6.0,89.39791666666667,70.78618326118327,7.332924482924483,78.56377777777779,66.31944805194806,7.097012987012986,48.0,49.0,47.0,W1,97.0,0.495,32,65,-98,L2,97,0.33
2024-07-24,ARI,KC,RYNE NELSON,MICHAEL WACHA,456.0,86.79,1935.41,6.84,25.0,0.0,68.16,15.75,81.05,7.33,5.0,526.0,91.74,2224.71,6.71,27.0,0.0,68.3,21.74,82.93,6.76,6.0,82.34589947089947,69.03176163342829,7.22644824311491,,,,47.0,50.0,-28.0,W1,97.0,0.485,47,50,5,W1,97,0.485
2024-07-24,SF,LAD,ROBBIE RAY,TYLER GLASNOW,250.0,92.43,2560.38,7.39,12.0,0.0,69.12,12.62,82.61,7.11,3.0,86.0,91.56,2281.05,6.17,8.0,0.0,67.68,12.81,76.67,7.41,1.0,82.87638888888888,68.82079365079365,7.245575396825397,87.60000000000001,70.02958152958153,7.349684343434344,58.0,39.0,69.0,W2,97.0,0.598,52,45,17,L2,97,0.536
2024-07-24,CIN,ATL,NICK MARTINEZ,CHRIS SALE,387.0,88.12,2214.58,6.34,33.0,0.0,69.53,18.5,80.04,7.27,4.0,,,,,,,,,,,,88.11904761904763,70.93518518518518,7.105555555555555,82.15142857142857,72.34790404040403,7.4482323232323235,42.0,53.0,2.0,L1,95.0,0.442,50,47,31,W2,97,0.515
