team,wins,losses,run_diff,streak,games_played,win_pct
NYY,48,21,122,W3,69,.696
BAL,44,22,108,W5,66,.667
BOS,33,34,27,L1,67,.493
TOR,33,34,-34,W1,67,.493
TB,32,35,-62,W1,67,.478
CLE,43,22,92,W3,65,.662
KC,39,29,65,L3,68,.574
MIN,35,32,-2,L1,67,.522
DET,32,34,-7,L1,66,.485
CWS,17,51,-149,L3,68,.250
SEA,39,30,11,W3,69,.565
TEX,31,35,0,L1,66,.470
HOU,31,37,7,W1,68,.456
LAA,25,41,-65,L1,66,.379
OAK,26,43,-81,L4,69,.377
PHI,46,20,111,W1,66,.697
ATL,35,29,27,L4,64,.547
WSH,31,35,-19,W4,66,.470
NYM,28,37,-35,L1,65,.431
MIA,23,43,-96,W1,66,.348
MIL,39,28,60,L1,67,.582
PIT,32,34,-22,W1,66,.485
CHC,32,35,-17,L1,67,.478
CIN,32,35,13,L2,67,.478
STL,31,34,-41,L1,65,.477
LAD,42,26,105,W1,68,.618
SD,36,35,25,W2,71,.507
SF,33,35,-29,L1,68,.485
ARI,32,35,-8,W2,67,.478
COL,24,43,-106,W1,67,.358
