team,wins,losses,run_diff,streak,games_played,win_pct
BAL,0,0,0,,0,.000
BOS,0,0,0,,0,.000
NYY,0,0,0,,0,.000
TB,0,0,0,,0,.000
TOR,0,0,0,,0,.000
CWS,0,0,0,,0,.000
CLE,0,0,0,,0,.000
DET,0,0,0,,0,.000
KC,0,0,0,,0,.000
MIN,0,0,0,,0,.000
HOU,0,0,0,,0,.000
LAA,0,0,0,,0,.000
OAK,0,0,0,,0,.000
SEA,0,0,0,,0,.000
TEX,0,0,0,,0,.000
ATL,0,0,0,,0,.000
MIA,0,0,0,,0,.000
NYM,0,0,0,,0,.000
PHI,0,0,0,,0,.000
WSH,0,0,0,,0,.000
CHC,0,0,0,,0,.000
CIN,0,0,0,,0,.000
MIL,0,0,0,,0,.000
PIT,0,0,0,,0,.000
STL,0,0,0,,0,.000
LAD,1,1,-1,L1,2,.500
SD,1,1,1,W1,2,.500
ARI,0,0,0,,0,.000
COL,0,0,0,,0,.000
SF,0,0,0,,0,.000
