full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Kyle Gibson,546,86.35,2217.53,6.94,33,0,70.19,9.73,83.43,7.65,6
Chris Sale,478,87.2,2210.53,6.4,38,0,67.74,17.72,82.04,7.31,5
Tyler Anderson,572,84.38,2114.07,6.06,22,0,70.15,20.87,81.86,7.34,6
Andrew Heaney,464,86.96,2404.26,6.42,23,0,70.23,22.7,83.14,7.27,6
Kevin Gausman,502,89.88,2115.1,6.61,38,0,70.57,24.6,84.0,7.22,6
Chris Flexen,480,85.61,2206.21,6.29,21,0,70.48,19.62,83.83,7.41,6
Sean Manaea,459,88.38,2035.9,7.31,30,0,68.73,21.04,82.26,6.96,5
Shaun Anderson,93,88.09,2431.0,6.83,4,0,68.49,12.32,83.64,6.81,3
Zack Littell,515,87.47,1830.12,6.26,26,0,70.98,20.64,84.46,7.33,6
Freddy Peralta,593,89.3,2303.77,6.6,40,0,69.25,23.18,81.57,7.05,6
Luis Gil,577,94.08,2226.55,6.76,48,0,69.76,21.93,83.13,7.16,6
Matt Waldron,560,83.0,1323.66,6.56,35,0,69.32,17.44,80.18,7.19,6
Ryan Feltner,514,90.46,2320.2,6.38,27,0,69.74,18.49,84.4,7.13,6
Cole Ragans,595,90.23,2434.73,6.09,45,0,70.2,21.89,83.03,7.36,6
Hunter Greene,539,92.81,2232.08,6.44,31,0,69.86,29.56,83.02,7.27,5
MacKenzie Gore,582,91.95,2274.22,7.01,39,0,71.18,20.45,82.74,7.19,6
Ryne Nelson,530,90.71,2192.54,6.83,22,0,68.62,20.64,83.17,6.77,6
Tarik Skubal,538,92.15,2071.67,6.31,38,0,69.5,15.15,82.42,7.09,6
Carmen Mlodzinski,296,91.59,2382.64,6.47,17,0,69.69,23.11,83.64,7.03,11
Logan Allen,414,86.73,1881.94,6.36,21,0,69.76,19.97,84.55,7.05,5
Spencer Howard,249,88.73,2020.39,6.67,9,0,68.55,21.45,85.0,6.97,4
Brayan Bello,566,90.63,2102.56,6.37,29,0,69.8,2.52,82.41,7.39,6
Simeon Woods Richardson,482,87.82,2291.38,6.76,23,0,69.44,19.73,81.98,7.07,6
Kyle Bradish,500,91.24,2430.52,6.55,39,0,69.32,11.78,78.24,7.28,6
Hunter Brown,565,91.91,2140.36,6.56,40,0,68.1,10.88,80.87,6.96,6
Mitch Spence,516,87.4,2573.38,6.28,21,0,69.78,15.71,84.08,7.26,6
Gavin Stone,450,91.34,2014.28,6.61,27,0,70.13,15.92,83.98,7.41,5
Jordan Wicks,80,89.2,2238.61,6.32,4,0,71.47,19.2,78.67,7.65,2
