team,wins,losses,run_diff,streak,games_played,win_pct
BAL,58,38,80,W1,96,.604
NYY,58,40,106,L1,98,.592
BOS,53,43,41,W2,96,.552
TB,48,48,-63,W1,96,.500
TOR,45,52,-63,W1,97,.464
CLE,58,37,85,L1,95,.611
MIN,54,42,47,L1,96,.563
KC,52,45,60,L2,97,.536
DET,47,50,-7,W2,97,.485
CWS,27,71,-177,L4,98,.276
SEA,52,46,19,L3,98,.531
HOU,50,46,49,L2,96,.521
TEX,46,50,9,W2,96,.479
LAA,41,55,-87,W3,96,.427
OAK,37,61,-83,W1,98,.378
PHI,62,34,110,L1,96,.646
ATL,53,42,65,W1,95,.558
NYM,49,46,13,L1,95,.516
WSH,44,53,-38,L1,97,.454
MIA,33,63,-152,W1,96,.344
MIL,55,42,79,W1,97,.567
STL,50,46,-38,L1,96,.521
PIT,48,48,-9,W4,96,.500
CIN,47,50,38,L1,97,.485
CHC,47,51,-5,W1,98,.480
LAD,56,41,88,L2,97,.577
ARI,49,48,17,L1,97,.505
SD,50,49,12,L1,99,.505
SF,47,50,-27,W1,97,.485
COL,34,63,-169,W1,97,.351
