full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Kyle Hendricks,493,83.19,2225.61,5.54,18,0,69.58,14.16,78.6,7.14,6
Andrew Heaney,529,86.92,2353.35,6.36,37,0,70.14,22.1,81.24,7.23,6
Miles Mikolas,499,88.74,2264.49,6.4,24,0,69.69,21.45,81.44,7.04,6
Ben Lively,444,86.19,1957.57,6.95,19,0,70.49,17.78,83.21,7.18,6
Cal Quantrill,331,88.55,1974.8,6.48,12,0,68.13,16.95,80.92,7.07,4
Walker Buehler,438,88.28,2367.5,6.55,20,0,68.97,15.55,82.28,7.08,5
David Peterson,549,88.34,2111.25,7.05,33,0,69.7,11.96,82.79,7.05,6
Brady Singer,575,87.95,2424.24,7.0,29,0,69.34,13.81,82.77,7.26,6
Zac Gallen,589,88.64,2227.22,6.53,41,0,68.86,11.81,81.86,7.36,6
MacKenzie Gore,547,90.92,2254.65,6.89,33,0,69.17,16.08,83.71,7.13,6
DL Hall,249,87.97,2321.44,6.83,16,0,69.38,8.04,82.16,7.42,4
Ronel Blanco,410,88.54,2140.64,6.79,23,0,70.73,24.01,83.64,7.43,5
George Kirby,541,92.19,2212.71,6.49,26,0,68.41,21.99,83.42,6.77,6
Adam Oller,523,89.31,2164.45,6.45,26,0,69.32,22.63,85.53,7.11,6
Taj Bradley,548,92.14,2094.95,6.49,30,0,69.22,20.78,83.4,7.13,6
Keider Montero,494,88.94,2360.27,6.31,22,0,69.72,14.55,81.91,7.15,6
JP Sears,554,86.23,2045.71,6.38,25,0,70.39,23.5,82.69,7.23,6
Kutter Crawford,533,86.86,2362.8,6.03,31,0,70.08,23.15,82.86,7.23,6
Sean Burke,138,87.94,2489.71,6.86,8,0,69.6,19.18,83.42,7.25,2
Jared Jones,359,92.24,2570.02,6.75,22,0,69.46,21.83,83.46,7.18,4
Landen Roupp,306,86.3,2418.87,6.37,18,0,69.21,12.53,81.88,7.46,7
Rhett Lowder,320,89.45,2321.82,6.13,17,0,69.22,16.5,84.01,7.05,4
Cade Povich,523,86.29,2223.78,6.34,35,0,70.21,24.37,82.57,7.36,6
David Festa,472,89.89,2276.9,6.89,33,0,70.07,14.3,84.52,7.37,6
Caden Dana,206,89.0,2064.02,6.51,8,0,69.07,20.42,83.94,7.23,3
