team,wins,losses,run_diff,streak,games_played,win_pct
NYY,48,37,105,L2,85,.565
TOR,47,38,4,W3,85,.553
TB,47,39,68,L3,86,.547
BOS,43,44,19,W2,87,.494
BAL,37,48,-81,L1,85,.435
DET,53,32,99,W2,85,.624
CLE,40,43,-50,L5,83,.482
MIN,40,45,-16,L3,85,.471
KC,40,46,-34,W1,86,.465
CWS,28,57,-85,L1,85,.329
HOU,51,34,47,W2,85,.600
SEA,44,41,14,L1,85,.518
LAA,42,42,-45,W1,84,.500
TEX,42,44,20,W1,86,.488
Athletics,36,52,-139,W2,88,.409
PHI,50,35,50,W2,85,.588
NYM,48,37,39,L3,85,.565
MIA,38,45,-72,W8,83,.458
ATL,38,46,8,L2,84,.452
WSH,35,49,-68,W1,84,.417
CHC,50,35,107,W1,85,.588
MIL,47,37,56,L1,84,.560
STL,47,40,37,L2,87,.540
CIN,44,42,31,L2,86,.512
PIT,37,50,-34,W5,87,.425
LAD,54,32,95,W2,86,.628
SD,45,39,13,L2,84,.536
SF,45,41,24,L4,86,.523
ARI,43,42,10,W2,85,.506
COL,19,66,-222,L1,85,.224
