team,wins,losses,run_diff,streak,games_played,win_pct
NYY,79,56,129,W1,135,.585
BAL,78,58,84,W1,136,.574
BOS,70,65,12,W1,135,.519
TB,66,68,-71,L2,134,.493
TOR,66,71,-66,L1,137,.482
CLE,77,58,70,W2,135,.570
KC,75,61,101,L3,136,.551
MIN,73,61,65,W1,134,.545
DET,68,68,13,L2,136,.500
CWS,31,105,-287,L8,136,.228
HOU,73,62,81,W3,135,.541
SEA,69,66,26,W2,135,.511
TEX,63,72,-48,L1,135,.467
OAK,59,76,-70,W1,135,.437
LAA,55,80,-129,L1,135,.407
PHI,79,56,106,L1,135,.585
ATL,74,61,65,W1,135,.548
NYM,71,64,37,W2,135,.526
WSH,61,74,-60,L1,135,.452
MIA,49,86,-188,L1,135,.363
MIL,79,56,133,W4,135,.585
CHC,69,66,37,W4,135,.511
STL,67,68,-60,L1,135,.496
CIN,64,72,11,L2,136,.471
PIT,62,72,-48,L4,134,.463
LAD,81,54,121,W3,135,.600
ARI,76,59,88,L2,135,.563
SD,77,60,73,W1,137,.562
SF,68,68,-17,W1,136,.500
COL,50,86,-208,L2,136,.368
