team,wins,losses,run_diff,streak,games_played,win_pct
NYY,36,17,92,W3,53,.679
BAL,31,18,56,W2,49,.633
BOS,26,25,34,L1,51,.510
TB,25,27,-47,L5,52,.481
TOR,23,27,-34,L1,50,.460
CLE,34,17,71,W7,51,.667
KC,33,19,79,W7,52,.635
MIN,27,23,6,W3,50,.540
DET,24,27,-4,W1,51,.471
CWS,15,37,-111,L3,52,.288
SEA,27,25,-9,L3,52,.519
TEX,24,28,-8,L5,52,.462
HOU,23,28,-5,W1,51,.451
OAK,21,32,-62,L1,53,.396
LAA,20,31,-34,L1,51,.392
PHI,37,15,92,L1,52,.712
ATL,29,19,43,L1,48,.604
WSH,22,27,-16,W1,49,.449
NYM,21,29,-20,L4,50,.420
MIA,18,34,-79,W2,52,.346
MIL,29,21,43,W1,50,.580
CHC,27,24,-1,L2,51,.529
STL,23,26,-43,W3,49,.469
PIT,24,28,-25,W1,52,.462
CIN,21,30,-8,W1,51,.412
LAD,33,20,74,L3,53,.623
SD,27,27,8,L1,54,.500
SF,26,26,-23,W3,52,.500
ARI,24,27,4,L1,51,.471
COL,17,33,-73,W1,50,.340
