full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Max Scherzer,316,88.42,2317.01,6.33,22,0,71.82,23.82,82.08,7.29,4
Tyler Anderson,532,84.73,2109.67,6.09,25,0,71.0,22.97,82.65,7.44,6
Michael Wacha,557,86.17,1938.97,6.7,29,0,68.96,18.81,80.78,7.29,6
Luis Severino,583,91.59,2305.26,6.28,21,0,70.45,20.64,82.28,7.05,6
Chris Flexen,310,86.59,2410.78,6.19,8,0,70.17,22.07,82.35,7.29,8
Grant Holmes,574,88.82,2671.02,5.93,41,0,70.18,14.11,82.0,7.43,6
Drew Rasmussen,380,92.96,2497.54,6.62,18,0,70.79,17.66,85.45,6.94,6
Logan Webb,600,89.27,2031.15,6.79,38,0,69.89,10.35,82.14,7.04,6
Joe Ryan,558,90.36,2344.54,6.66,39,0,70.07,23.39,83.47,7.08,6
Dean Kremer,490,86.96,2039.3,6.01,35,0,71.09,22.51,81.99,7.38,6
Edward Cabrera,495,91.84,2329.82,6.51,33,0,70.37,8.37,84.52,7.46,6
Gavin Williams,573,90.0,2289.41,6.7,23,0,70.56,16.59,83.02,7.31,6
DL Hall,157,88.98,2316.66,6.97,6,0,68.61,19.0,85.37,7.24,7
Dustin May,433,90.75,2762.06,6.51,24,0,70.06,17.29,84.99,7.24,5
Ryne Nelson,510,92.16,2306.35,6.85,27,0,69.47,24.74,84.4,6.94,6
Tarik Skubal,571,92.32,2120.35,6.48,48,0,69.5,18.96,80.3,7.25,6
Matthew Liberatore,524,88.82,2422.78,6.42,22,0,69.77,17.26,85.17,7.26,6
Logan Allen,580,85.8,1963.43,6.24,30,0,70.39,16.63,81.53,7.18,6
Kodai Senga,144,87.21,2119.62,6.35,9,0,68.44,10.39,84.93,7.75,2
Mitchell Parker,523,88.18,2153.7,6.83,19,0,69.98,19.63,86.95,7.15,6
Shane Smith,365,91.88,2160.95,6.61,17,0,69.09,23.54,82.72,7.04,5
Jack Leiter,529,92.19,2321.14,6.84,26,0,71.25,26.15,87.15,7.17,6
Jonathan Cannon,234,88.8,2232.32,6.23,10,0,69.12,26.85,81.3,7.09,3
Ryan Bergert,312,89.9,2445.2,6.45,22,0,70.64,32.0,84.41,7.26,4
Hunter Dobbins,184,89.54,2411.51,6.4,8,0,68.59,10.43,83.05,7.44,3
Paul Skenes,522,93.24,2152.14,6.62,39,0,69.13,20.83,81.71,7.2,6
Chase Burns,300,94.72,2616.59,6.37,25,0,70.62,32.56,82.19,7.4,4
