full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Clayton Kershaw,236,85.49,2327.77,6.4,11,0,70.54,16.54,83.42,7.58,3
Sonny Gray,478,87.7,2487.41,6.6,37,0,67.84,11.84,82.61,7.19,5
Ross Stripling,234,85.84,2135.94,6.07,5,0,70.22,17.48,85.22,7.17,3
Ben Lively,433,86.22,1941.02,6.81,23,0,69.58,22.6,83.83,7.1,5
Chris Bassitt,481,86.8,2160.42,6.43,29,0,69.25,19.92,81.57,6.81,5
Jeffrey Springs,163,84.62,1869.75,6.41,6,0,69.81,17.51,83.98,7.36,2
Colin Rea,442,88.85,2094.21,6.62,33,0,70.85,23.59,84.16,7.47,5
Kyle Freeland,429,88.03,2301.69,6.61,34,0,71.03,18.43,84.47,7.52,5
Seth Lugo,490,87.61,2573.29,6.0,20,0,70.2,12.08,83.37,7.24,5
Luis Severino,429,92.37,2264.26,6.41,24,0,69.61,19.86,80.6,7.08,5
Tyler Mahle,76,88.98,2317.99,6.47,2,0,72.45,24.23,86.09,7.0,1
Dylan Cease,535,91.88,2705.07,6.35,46,0,67.42,19.92,81.09,7.33,6
Luis Gil,374,93.01,2297.06,6.87,30,0,71.5,22.99,83.57,7.33,4
Bailey Falter,86,88.32,2009.25,7.34,4,0,70.42,19.57,87.81,7.19,2
Framber Valdez,490,87.31,2410.75,5.89,40,0,70.11,1.72,82.17,7.56,5
Nick Lodolo,540,90.39,2303.67,6.17,34,0,68.99,16.39,81.99,7.13,6
MacKenzie Gore,448,91.36,2252.0,6.98,16,0,70.49,17.78,83.38,7.1,5
Davis Daniel,146,86.35,2130.45,6.71,8,0,68.99,21.95,77.15,7.22,2
Keider Montero,506,88.62,2402.53,6.36,26,0,70.08,22.13,85.25,7.16,6
Max Meyer,253,90.62,2389.32,6.32,12,0,69.88,20.29,83.36,7.35,3
Brayan Bello,539,91.35,2077.12,6.31,38,0,70.86,11.78,84.15,7.36,6
Shota Imanaga,460,86.94,1999.82,6.31,36,0,70.74,24.6,80.24,7.47,5
Jonathan Cannon,557,89.3,2162.97,6.08,19,0,69.89,18.99,82.21,7.08,6
Bryce Elder,347,88.01,2223.03,5.87,23,0,71.05,7.67,84.18,7.61,4
Hayden Birdsong,435,88.82,2312.58,6.47,29,0,67.96,11.44,81.72,7.32,5
