team,wins,losses,run_diff,streak,games_played,win_pct
NYY,73,52,116,L2,125,.584
BAL,73,53,89,L1,126,.579
BOS,65,60,21,L2,125,.520
TB,62,62,-52,L1,124,.500
TOR,59,67,-78,L1,126,.468
CLE,72,52,78,L3,124,.581
KC,70,55,111,W5,125,.560
MIN,70,55,68,L2,125,.560
DET,61,64,-3,W2,125,.488
CWS,30,96,-260,L3,126,.238
HOU,68,56,71,W3,124,.548
SEA,64,62,21,L1,126,.508
TEX,58,68,-34,W2,126,.460
OAK,54,71,-68,W1,125,.432
LAA,53,72,-113,L3,125,.424
PHI,73,51,102,L1,124,.589
ATL,66,58,50,W2,124,.532
NYM,65,60,30,W1,125,.520
WSH,56,69,-70,W1,125,.448
MIA,46,79,-170,L1,125,.368
MIL,72,52,106,W5,124,.581
STL,61,63,-62,L1,124,.492
CHC,61,64,4,L1,125,.488
CIN,61,64,33,W1,125,.488
PIT,58,66,-32,L2,124,.468
LAD,74,52,104,W2,126,.587
SD,71,55,72,W1,126,.563
ARI,70,56,73,W1,126,.556
SF,64,63,-10,W2,127,.504
COL,46,79,-197,W1,125,.368
