team,wins,losses,run_diff,streak,games_played,win_pct
NYY,40,25,103,W1,65,.615
TOR,37,30,1,W2,67,.552
TB,36,31,48,L1,67,.537
BOS,33,36,17,W1,69,.478
BAL,26,39,-91,L2,65,.400
DET,44,24,94,W2,68,.647
MIN,35,31,25,L1,66,.530
CLE,34,32,-23,L2,66,.515
KC,34,33,-17,L1,67,.507
CWS,23,44,-49,W1,67,.343
HOU,36,30,21,L2,66,.545
SEA,33,33,-11,L2,66,.500
LAA,32,34,-51,W2,66,.485
TEX,32,35,14,W3,67,.478
Athletics,26,43,-119,L2,69,.377
NYM,43,24,89,W4,67,.642
PHI,38,29,12,L1,67,.567
WSH,30,36,-52,L3,66,.455
ATL,28,38,6,L1,66,.424
MIA,25,40,-90,W1,65,.385
CHC,41,26,108,W1,67,.612
STL,36,31,26,L3,67,.537
MIL,36,32,20,W1,68,.529
CIN,35,33,42,W5,68,.515
PIT,27,41,-55,L1,68,.397
LAD,40,28,65,L1,68,.588
SF,39,28,46,W6,67,.582
SD,38,28,27,W1,66,.576
ARI,33,34,-7,W2,67,.493
COL,12,54,-199,L4,66,.182
