full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Jose Quintana,477,86.36,1992.51,6.54,17,0,68.66,22.01,82.0,7.12,5
Robbie Ray,587,90.11,2256.9,6.11,39,0,70.11,20.69,83.99,7.11,6
Chris Bassitt,550,85.71,2147.38,6.34,33,0,68.66,16.22,79.4,6.98,6
Kyle Freeland,339,88.43,2382.4,6.51,13,0,70.8,15.8,84.77,7.35,4
Seth Lugo,564,85.48,2537.62,5.85,38,0,69.16,18.55,81.93,7.22,6
Dietrich Enns,160,87.63,1788.34,6.33,7,0,67.56,16.96,78.83,6.76,2
Aaron Civale,453,87.38,2610.27,5.5,19,0,69.96,22.45,84.17,7.17,5
David Peterson,556,87.57,2092.58,7.17,28,0,71.82,6.32,85.41,7.41,6
Clarke Schmidt,522,89.08,2859.81,6.12,31,0,71.53,24.72,84.09,7.09,6
Jake Irvin,575,87.21,2364.32,7.05,28,0,70.9,16.23,83.63,7.14,6
Dustin May,437,90.45,2765.42,6.53,21,0,69.93,15.52,84.45,7.22,5
Joey Cantillo,68,83.65,1955.62,7.41,5,0,71.79,3.9,81.2,7.55,1
Brandon Walter,462,86.31,2269.96,6.54,28,0,70.34,10.99,81.88,7.13,5
Logan Evans,182,87.17,2508.65,5.79,8,0,70.98,8.92,86.19,7.4,2
Cade Horton,498,91.11,2432.22,6.19,22,0,69.0,14.83,84.02,7.27,6
Bryce Elder,436,88.05,2253.0,6.14,25,0,70.31,4.69,85.02,7.4,5
Brandon Pfaadt,518,90.16,2531.14,6.64,31,0,69.4,18.88,84.55,7.11,6
David Festa,505,90.55,2233.85,6.92,30,0,70.16,16.35,82.64,7.29,6
