full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Lucas Giolito,503,88.7,2039.72,6.89,27,0,69.66,20.32,84.63,7.17,6
Zach Eflin,525,86.02,2133.14,6.44,25,0,70.09,12.45,81.45,7.41,6
Dylan Cease,579,92.17,2662.78,6.27,47,0,69.12,16.12,82.95,7.39,6
Clarke Schmidt,563,89.47,2898.48,6.07,35,0,70.51,24.54,82.16,7.04,6
Shohei Ohtani,28,93.88,2208.75,6.71,0,0,70.21,9.3,79.24,7.5,1
Jake Irvin,572,87.06,2364.16,7.01,25,0,71.05,13.08,83.11,7.13,6
Logan Gilbert,84,89.43,1823.83,7.35,10,0,70.53,15.09,87.18,7.65,1
Ryan Pepiot,573,91.52,2504.25,6.61,38,0,70.18,25.03,82.64,7.18,6
Carson Palmquist,453,83.76,2039.81,7.32,18,0,69.08,25.94,80.73,7.24,5
Ryan Gusto,453,89.8,2354.64,6.46,29,0,70.2,19.77,83.18,7.01,6
Mitch Spence,380,87.62,2691.31,6.25,20,0,68.0,13.44,86.03,7.47,9
Mick Abel,328,91.28,2476.69,6.72,17,0,69.97,20.66,85.27,6.99,4
