full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Drew Pomeranz,140,91.08,2533.33,5.85,11,0,70.38,24.08,82.93,6.77,12
Miles Mikolas,390,86.66,2234.31,6.24,18,0,70.81,22.62,84.1,7.04,5
Robbie Ray,589,89.62,2219.13,6.08,46,0,69.41,21.77,83.04,7.12,6
Chris Bassitt,560,86.08,2123.38,6.34,32,0,68.64,12.76,81.88,6.88,6
Max Fried,554,89.18,2416.67,6.48,38,0,69.83,10.66,81.63,6.97,6
Zach Eflin,446,86.15,2147.69,6.49,23,0,70.02,15.18,81.87,7.35,5
Dylan Cease,567,91.59,2652.65,6.26,46,0,69.72,17.9,83.16,7.52,6
Grant Holmes,521,89.22,2562.03,6.05,33,0,69.99,11.72,85.33,7.45,6
Mitch Keller,540,88.86,2498.79,6.54,31,0,69.88,14.69,84.27,7.11,6
David Peterson,589,87.22,2118.22,7.15,35,0,70.58,9.97,83.87,7.43,6
Casey Mize,335,90.05,2061.43,6.76,21,0,69.05,28.52,85.16,7.1,4
Jake Irvin,559,86.37,2367.61,6.98,17,0,70.69,16.16,85.12,7.13,6
Framber Valdez,571,88.24,2409.99,5.96,47,0,69.01,-0.95,86.35,7.38,6
Cole Ragans,256,88.74,2483.43,6.12,19,0,67.49,20.35,83.34,7.19,3
Matthew Liberatore,521,89.1,2332.69,6.42,28,0,70.81,14.93,85.79,7.41,6
Slade Cecconi,329,87.77,2349.34,6.6,20,0,69.4,21.99,84.4,7.37,4
Sean Burke,541,88.6,2489.8,7.04,25,0,68.92,26.56,83.52,7.02,6
Jack Leiter,536,92.37,2380.33,6.82,27,0,70.81,21.89,84.48,7.3,6
Ryan Pepiot,554,91.34,2507.91,6.66,28,0,70.6,23.71,83.9,7.19,6
Mitch Spence,320,87.66,2681.29,6.21,21,0,67.44,10.39,86.51,7.49,10
Landon Knack,554,88.16,2297.54,5.91,28,0,71.14,21.29,83.5,7.33,6
Bryan Woo,551,92.82,2228.19,6.56,31,0,70.18,17.19,83.78,7.0,6
Brandon Pfaadt,485,89.42,2547.12,6.62,16,0,70.27,19.7,87.51,7.38,6
David Festa,80,91.15,2272.14,6.84,6,0,73.1,14.59,85.11,7.57,1
Noah Cameron,337,85.5,2209.76,6.24,16,0,69.49,11.69,84.93,7.4,4
