full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Sonny Gray,526,87.72,2442.9,6.54,41,0,70.05,10.28,83.06,7.32,6
Kyle Hendricks,532,82.08,2120.75,5.5,25,0,71.86,18.79,81.99,7.22,6
Patrick Corbin,532,85.5,2136.07,6.73,26,0,69.73,18.76,82.32,7.38,6
Joe Ross,207,91.43,2147.64,6.74,10,0,69.88,20.01,82.2,7.07,9
Seth Lugo,262,86.4,2480.17,5.94,13,0,71.31,19.6,85.24,7.39,3
Walker Buehler,310,89.39,2326.78,6.52,15,0,70.21,15.31,82.62,7.19,4
Zack Littell,541,88.09,1886.39,6.21,27,0,70.22,14.17,84.1,7.23,6
Bailey Ober,508,85.51,2120.08,7.32,23,0,69.98,27.76,82.73,7.37,6
Michael Soroka,511,88.28,2614.06,6.03,32,0,68.77,19.31,82.16,7.07,6
Davis Martin,547,90.53,2396.5,6.49,21,0,70.21,17.02,83.82,7.11,6
Bailey Falter,474,89.21,1968.82,7.25,14,0,69.4,21.88,83.04,6.92,6
Dean Kremer,557,88.03,2130.1,6.1,31,0,69.89,18.15,81.04,7.31,6
Edward Cabrera,414,91.47,2240.92,6.52,29,0,68.86,13.45,85.18,7.39,5
Nick Lodolo,551,89.27,2269.32,6.25,33,0,68.84,16.39,83.68,7.22,6
Ryan Rolison,164,86.06,2401.94,6.49,9,0,70.03,4.1,84.52,7.26,8
Tarik Skubal,563,94.03,2182.65,6.48,57,0,68.82,21.52,80.48,7.08,6
Logan Allen,433,84.48,2018.65,6.35,18,0,70.86,18.48,82.01,7.32,6
Kodai Senga,593,87.73,2027.92,6.39,33,0,69.93,19.61,83.85,7.53,6
Colton Gordon,402,85.51,2267.23,6.87,25,0,70.87,26.46,83.54,7.41,5
JP Sears,532,85.35,2026.35,6.35,17,0,70.46,25.34,84.65,7.24,6
Ben Brown,512,92.37,2205.91,6.61,43,0,69.42,25.36,84.18,7.23,6
Justin Wrobleski,149,92.04,2285.11,5.54,9,0,69.33,7.18,81.91,6.92,2
Spencer Schwellenbach,565,91.71,2153.07,6.98,38,0,69.9,13.08,83.97,7.33,6
Bryce Miller,233,89.32,2249.89,6.34,7,0,70.79,22.81,85.85,7.29,3
Paxton Schultz,173,89.85,2149.6,6.12,10,0,70.64,26.02,85.58,6.91,5
Chad Patrick,529,90.66,2322.31,6.17,31,0,68.52,26.29,82.47,6.99,6
Will Warren,478,89.59,2592.12,6.74,40,0,71.24,19.47,83.35,7.36,6
Hayden Birdsong,445,89.9,2349.45,6.5,25,0,70.12,17.75,83.28,7.15,6
