full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Lance Lynn,548,89.57,2488.38,6.41,29,0,69.57,24.21,82.37,6.98,6
Jose Quintana,491,86.44,1958.05,6.46,20,0,70.35,15.01,84.02,7.41,6
Kyle Gibson,555,86.89,2173.44,6.96,32,0,70.8,11.86,83.72,7.52,6
Tyler Anderson,574,84.45,2116.62,6.04,30,0,70.61,23.9,81.71,7.47,6
Taijuan Walker,411,87.4,2026.21,5.85,21,0,70.53,19.96,85.6,7.26,5
Austin Gomber,526,83.69,2150.59,6.63,23,0,70.1,19.04,83.31,7.35,6
Chris Bassitt,481,86.16,2094.87,6.47,22,0,68.23,17.4,80.24,6.83,5
Blake Snell,87,90.38,2402.36,6.85,5,0,71.31,13.22,84.51,7.24,1
Tyler Glasnow,477,92.56,2655.93,7.44,43,0,68.99,17.61,82.71,7.15,5
John Means,320,85.07,2266.63,6.2,16,0,70.54,24.15,82.57,7.47,4
Max Fried,602,87.53,2249.66,6.51,36,0,68.03,4.13,79.95,7.12,6
Dane Dunning,311,86.41,2171.16,6.94,25,0,71.03,12.65,83.18,7.38,4
Freddy Peralta,549,88.28,2298.64,6.69,37,0,68.57,17.4,79.58,7.27,6
Justin Steele,323,89.31,2490.47,6.37,17,0,70.25,16.79,83.1,6.94,4
Triston McKenzie,525,86.15,2230.79,6.76,34,0,69.53,25.23,82.92,7.44,6
Jake Irvin,574,88.96,2434.06,6.93,24,0,69.28,19.0,85.14,7.06,6
Cole Ragans,572,90.29,2433.58,6.1,43,0,69.77,18.37,79.76,7.35,6
Tarik Skubal,540,91.79,2035.26,6.3,46,0,68.73,18.19,83.29,7.13,6
Brandon Hughes,71,88.73,2394.93,6.46,4,0,70.09,30.22,86.08,7.29,4
Brayan Bello,262,90.56,2001.84,6.39,11,0,70.21,5.44,83.73,7.44,3
Simeon Woods Richardson,504,87.39,2268.21,6.81,21,0,69.72,23.14,82.29,7.05,6
Kyle Bradish,333,90.95,2435.56,6.6,23,0,68.25,8.75,79.87,7.1,4
Nick Nastrini,86,91.05,2263.3,6.43,0,0,69.88,22.41,83.06,7.26,1
Bryce Miller,522,91.27,2168.66,6.37,32,0,71.2,20.69,84.35,7.18,6
Jared Jones,541,92.28,2495.67,6.78,35,0,69.96,21.48,83.71,7.21,6
Hunter Brown,462,91.98,2178.88,6.56,26,0,68.28,19.72,81.56,6.95,5
Ryan Pepiot,277,91.69,2440.39,6.74,17,0,71.05,24.41,84.07,7.24,4
Mitch Spence,327,86.97,2695.1,6.24,18,0,70.18,11.41,82.41,7.42,7
