team,wins,losses,run_diff,streak,games_played,win_pct
NYY,49,21,128,W4,70,.700
BAL,45,22,110,W6,67,.672
BOS,34,34,29,W1,68,.500
TOR,33,35,-35,L1,68,.485
TB,32,36,-63,L1,68,.471
CLE,43,23,90,L1,66,.652
KC,39,30,59,L4,69,.565
MIN,36,32,6,W1,68,.529
DET,32,35,-9,L2,67,.478
CWS,17,52,-150,L4,69,.246
SEA,40,30,12,W4,70,.571
TEX,32,35,1,W1,67,.478
HOU,31,38,5,L1,69,.449
LAA,26,41,-60,W1,67,.388
OAK,26,44,-82,L5,70,.371
PHI,46,21,109,L1,67,.687
ATL,35,30,25,L5,65,.538
WSH,32,35,-17,W5,67,.478
NYM,29,37,-29,W1,66,.439
MIA,23,44,-102,L1,67,.343
MIL,40,28,61,W1,68,.588
CHC,33,35,-16,W1,68,.485
CIN,33,35,15,W1,68,.485
STL,32,34,-39,W1,66,.485
PIT,32,35,-24,L1,67,.478
LAD,42,27,104,L1,69,.609
SD,37,35,26,W3,72,.514
SF,34,35,-27,W1,69,.493
ARI,32,36,-13,L1,68,.471
COL,24,44,-114,L1,68,.353
