game_date,home_team,away_team,winner
2024-07-04,Nationals,Mets,Nationals
2024-07-04,Pirates,Cardinals,Cardinals
2024-07-04,Yankees,Reds,Reds
2024-07-04,Blue Jays,Astros,Astros
2024-07-04,Guardians,White Sox,Guardians
2024-07-04,Marlins,Red Sox,Red Sox
2024-07-04,Twins,Tigers,Twins
2024-07-04,Cubs,Phillies,Cubs
2024-07-04,Rangers,Padres,Padres
2024-07-04,Mariners,Orioles,Mariners
2024-07-04,Braves,Giants,Giants
2024-07-04,Rockies,Brewers,Rockies
2024-07-04,Royals,Rays,Rays
2024-07-04,Dodgers,D-backs,D-backs
