team,wins,losses,run_diff,streak,games_played,win_pct
BAL,54,31,114,W1,85,.635
NYY,54,33,101,L1,87,.621
BOS,45,40,32,W2,85,.529
TB,43,42,-52,W2,85,.506
TOR,40,46,-49,W1,86,.465
CLE,53,30,99,W1,83,.639
MIN,48,37,43,W3,85,.565
KC,47,40,51,L1,87,.540
DET,38,47,-24,L1,85,.447
CWS,24,63,-163,L2,87,.276
SEA,47,40,4,L3,87,.540
HOU,43,42,34,L1,85,.506
TEX,39,46,-3,W2,85,.459
LAA,36,48,-66,L2,84,.429
OAK,31,56,-106,W1,87,.356
PHI,56,29,123,W2,85,.659
ATL,46,37,51,L2,83,.554
NYM,42,41,15,W2,83,.506
WSH,39,46,-22,L3,85,.459
MIA,30,55,-131,L2,85,.353
MIL,51,35,75,W1,86,.593
STL,44,40,-37,W2,84,.524
PIT,40,44,-37,L1,84,.476
CIN,40,45,16,W1,85,.471
CHC,39,47,-32,L2,86,.453
LAD,53,33,120,W1,86,.616
SD,46,43,27,L2,89,.517
SF,42,44,-27,W2,86,.488
ARI,41,44,-14,L1,85,.482
COL,29,56,-142,L1,85,.341
