team,wins,losses,run_diff,streak,games_played,win_pct
NYY,78,56,126,L2,134,.582
BAL,77,57,85,L1,134,.575
BOS,69,64,12,W2,133,.519
TB,66,67,-63,L1,133,.496
TOR,65,70,-66,L2,135,.481
CLE,76,58,68,W1,134,.567
KC,75,59,105,L1,134,.560
MIN,72,61,63,L4,133,.541
DET,68,66,18,W6,134,.507
CWS,31,103,-282,L6,134,.231
HOU,71,62,77,W1,133,.534
SEA,68,66,22,W1,134,.507
TEX,62,71,-42,W2,133,.466
OAK,58,75,-76,W3,133,.436
LAA,54,79,-128,L7,133,.406
PHI,78,55,110,L1,133,.586
ATL,73,60,61,W3,133,.549
NYM,69,64,32,L1,133,.519
WSH,61,73,-59,W2,134,.455
MIA,48,85,-190,L1,133,.361
MIL,76,56,112,W1,132,.576
CHC,68,66,36,W3,134,.507
STL,66,67,-60,W1,133,.496
CIN,63,70,25,L3,133,.474
PIT,62,71,-46,L3,133,.466
LAD,79,54,117,W1,133,.594
ARI,76,57,90,W1,133,.571
SD,76,59,68,L1,135,.563
SF,67,67,-13,L1,134,.500
COL,50,84,-202,W1,134,.373
