team,wins,losses,run_diff,streak,games_played,win_pct
BAL,19,11,36,L1,30,.633
NYY,20,12,41,W1,32,.625
BOS,18,13,41,W4,31,.581
TOR,15,17,-31,L2,32,.469
TB,14,18,-43,L2,32,.438
CLE,20,10,46,W1,30,.667
KC,19,13,50,W2,32,.594
DET,18,13,10,W2,31,.581
MIN,17,13,15,W10,30,.567
CWS,6,25,-84,L3,31,.194
SEA,17,14,9,L1,31,.548
TEX,16,15,12,L1,31,.516
OAK,15,17,-32,W4,32,.469
LAA,11,20,-38,L2,31,.355
HOU,10,20,-22,L1,30,.333
ATL,20,9,48,W1,29,.690
PHI,21,11,27,W2,32,.656
NYM,15,15,6,L1,30,.500
WSH,15,15,-10,W1,30,.500
MIA,8,24,-60,W2,32,.250
MIL,19,11,25,W2,30,.633
CHC,19,12,15,W1,31,.613
CIN,16,15,18,L2,31,.516
STL,14,17,-30,L2,31,.452
PIT,14,18,-17,L4,32,.438
LAD,20,13,49,W1,33,.606
SD,16,18,0,W2,34,.471
SF,14,17,-25,L2,31,.452
ARI,14,18,18,L1,32,.438
COL,7,23,-74,L4,30,.233
