team,wins,losses,run_diff,streak,games_played,win_pct
NYY,52,28,109,L1,80,.650
BAL,49,29,110,L4,78,.628
BOS,43,36,49,W3,79,.544
TB,39,40,-61,W2,79,.494
TOR,35,43,-51,L7,78,.449
CLE,50,26,105,W6,76,.658
MIN,43,35,25,W2,78,.551
KC,43,37,45,W1,80,.538
DET,36,42,-13,L1,78,.462
CWS,21,59,-167,L2,80,.263
SEA,45,36,16,L2,81,.556
HOU,38,40,21,W5,78,.487
TEX,37,41,-5,L1,78,.474
LAA,31,46,-77,W1,77,.403
OAK,29,52,-101,L3,81,.358
PHI,52,26,121,W3,78,.667
ATL,43,33,49,L1,76,.566
WSH,38,40,-10,L1,78,.487
NYM,37,39,-1,W1,76,.487
MIA,27,51,-124,L1,78,.346
MIL,46,33,66,W2,79,.582
STL,40,37,-30,W4,77,.519
CIN,37,41,15,W1,78,.474
PIT,37,41,-39,L2,78,.474
CHC,37,42,-21,L2,79,.468
LAD,49,31,115,W2,80,.613
SD,42,41,15,W1,83,.506
ARI,38,40,-4,L2,78,.487
SF,37,42,-33,W1,79,.468
COL,27,51,-124,L1,78,.346
