full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Clayton Kershaw,438,84.45,2329.64,6.58,20,0,70.7,16.89,84.35,7.58,6
Jose Quintana,284,86.03,1984.49,6.5,11,0,67.3,18.99,80.82,7.19,3
Tyler Anderson,578,83.9,2127.12,5.96,22,0,70.36,17.1,83.28,7.49,6
Michael Lorenzen,454,87.83,2331.2,5.93,20,0,68.84,21.28,84.0,7.24,5
Trevor Williams,473,83.86,2119.14,6.9,18,0,70.64,23.12,83.63,6.99,6
Jacob deGrom,524,92.85,2533.88,6.8,34,0,70.51,19.74,85.32,7.42,6
Tomoyuki Sugano,539,87.27,2235.27,6.22,20,0,71.04,17.96,83.53,7.35,6
Jack Flaherty,582,86.73,2277.43,6.51,40,0,70.18,24.69,81.67,7.36,6
Tylor Megill,526,90.18,2298.54,7.06,36,0,67.45,17.77,83.1,7.14,6
Drew Rasmussen,471,93.11,2513.32,6.58,27,0,70.23,14.22,84.83,6.81,6
Joe Ryan,555,90.04,2300.39,6.73,35,0,70.4,22.86,81.89,7.04,6
Brady Singer,561,87.51,2394.61,6.93,21,0,70.51,14.73,84.17,7.16,6
Zac Gallen,561,88.5,2232.43,6.64,27,0,69.08,12.97,85.71,7.2,6
Andre Pallante,531,90.99,2395.05,6.54,26,0,69.23,4.45,82.64,6.94,6
George Kirby,442,92.09,2171.03,6.49,30,0,69.43,21.77,82.03,7.02,5
Bowden Francis,468,87.44,2006.8,6.96,24,0,70.63,24.1,83.28,7.33,6
Spencer Strider,427,89.75,2279.78,6.94,31,0,68.74,22.37,83.68,7.36,5
Tanner Bibee,595,87.75,2410.21,6.64,34,0,69.51,17.65,82.46,7.35,6
Mike Vasil,323,89.72,2253.12,6.23,17,0,68.37,14.74,82.37,6.93,7
Mike Burrows,372,88.38,2223.81,6.31,24,0,69.99,15.54,83.01,7.4,5
Jacob Lopez,419,85.77,2200.3,6.98,31,0,70.53,29.76,80.79,7.43,5
Hunter Brown,562,93.05,2210.04,6.68,47,0,69.55,16.86,81.05,6.99,6
Ryan Bergert,259,90.24,2474.71,6.56,14,0,70.21,26.3,83.65,7.26,3
Hunter Dobbins,396,89.5,2419.3,6.43,19,0,70.12,14.21,85.9,7.26,6
Landen Roupp,481,85.59,2375.46,6.33,21,0,70.63,7.8,83.85,7.33,6
Chase Dollander,332,91.56,2525.83,6.25,14,0,69.61,20.3,83.5,6.98,4
Cade Gibson,181,85.37,2484.41,5.94,8,0,69.51,7.31,80.58,7.22,9
