full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Miles Mikolas,537,88.09,2237.98,6.37,22,0,70.74,19.55,82.26,7.06,6
Jon Gray,457,91.71,2120.41,6.55,17,0,70.59,21.72,85.06,7.16,7
Chris Flexen,556,85.84,2201.17,6.35,21,0,69.29,18.64,80.54,7.34,6
Mitch Keller,487,89.04,2510.95,6.52,28,0,69.33,16.07,81.47,7.14,5
Ryan Feltner,537,89.57,2316.82,6.47,32,0,70.01,16.56,82.31,7.3,6
Chris Paddack,299,87.7,2132.73,6.85,12,0,70.46,16.96,85.62,7.15,4
Gavin Williams,163,91.65,2322.28,7.18,7,0,68.57,17.34,83.71,7.07,2
Davis Daniel,248,86.52,2128.9,6.7,14,0,68.96,15.47,79.76,7.11,3
Andrew Abbott,589,88.67,2388.88,6.62,30,0,70.44,28.08,81.23,7.25,6
Keider Montero,247,88.12,2367.9,6.47,14,0,68.15,16.25,85.1,7.14,3
Mitchell Parker,531,88.23,2065.56,6.8,29,0,70.49,23.95,82.0,7.33,6
Christian Scott,176,90.13,2149.91,7.09,5,0,70.59,27.44,83.75,7.13,2
Bryce Elder,172,87.71,2238.29,5.81,5,0,71.05,7.71,82.48,7.64,2
