team_name,avg_launch_speed,avg_bat_speed,avg_swing_length
BAL,84.26718253968254,69.20212842712843,7.109968734968735
COL,84.35833333333333,71.30333333333333,7.465
CWS,82.68833333333333,68.86875,7.302083333333333
HOU,84.5051388888889,68.31869107744107,7.45071127946128
KC,84.32722222222223,69.62078703703703,7.190092592592593
MIL,81.15190476190476,68.42833333333333,7.125918367346939
MIN,85.571875,70.5529761904762,6.944404761904762
NYY,79.46222222222222,65.59666666666668,7.183174603174604
SD,81.39032738095239,70.11662393162393,7.368311965811966
SEA,87.34642857142856,71.74106575963718,7.345963718820862
SF,84.31717171717172,71.38902777777778,7.4695833333333335
TB,81.42666666666666,71.87037037037037,7.107407407407408
TOR,88.89678571428571,71.81625,7.051875
