full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Wade Miley,116,87.85,2199.05,6.21,2,0,71.02,14.42,87.6,7.32,2
Merrill Kelly,597,89.38,2315.62,6.06,46,0,70.87,11.51,84.96,7.58,6
Chris Sale,601,87.33,2295.57,6.56,51,0,67.41,14.77,80.69,7.24,6
Zack Wheeler,508,92.16,2424.79,7.23,35,0,69.59,17.49,80.75,6.94,5
Yusei Kikuchi,602,89.18,2163.85,6.75,29,0,71.27,21.49,83.52,7.05,6
Nick Pivetta,526,87.08,2470.62,6.82,35,0,69.12,24.37,83.14,7.21,6
Aaron Civale,318,88.38,2587.27,5.56,17,0,69.24,26.91,80.3,7.06,4
Dustin May,538,90.49,2742.2,6.57,36,0,70.03,16.46,83.27,7.11,6
Shane Baz,511,91.85,2492.57,6.48,25,0,69.6,16.74,83.76,7.01,6
Andre Pallante,540,91.1,2378.43,6.52,26,0,69.09,5.67,83.29,6.86,6
Emerson Hancock,507,91.1,2214.76,6.1,24,0,70.12,22.03,84.11,7.04,6
Brayan Bello,533,91.52,2228.77,6.38,24,0,69.52,10.59,81.5,7.1,6
Grant Holman,233,90.94,1708.43,7.13,12,0,67.26,16.16,85.03,7.08,14
Mike Burrows,291,88.2,2215.75,6.35,16,0,70.64,13.06,82.21,7.47,4
