full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Lance Lynn,522,89.83,2468.18,6.34,30,0,70.13,20.42,82.78,6.91,6
Michael Lorenzen,557,89.38,2329.25,5.93,22,0,71.51,19.0,82.54,7.26,6
Austin Gomber,423,84.69,2178.29,6.77,17,0,70.44,19.04,83.84,7.51,5
Chris Bassitt,589,86.02,2123.61,6.46,36,0,68.83,15.39,80.17,6.97,6
Aaron Nola,578,86.54,2326.78,6.95,27,0,69.62,13.44,81.67,7.52,6
Walker Buehler,419,90.91,2336.16,6.52,18,0,69.81,12.62,84.97,6.96,5
Luis Severino,486,92.76,2206.07,6.36,17,0,69.31,19.9,81.92,6.96,5
Aaron Civale,533,87.13,2664.36,5.61,30,0,69.79,21.17,83.85,7.2,6
Griffin Canning,549,89.95,2152.7,5.89,20,0,70.43,9.83,84.08,7.38,6
Tanner Houck,572,87.51,2198.29,5.91,37,0,69.67,3.0,82.64,7.31,6
Justin Steele,563,88.55,2520.27,6.33,38,0,70.35,17.65,81.02,7.2,6
Logan Webb,585,89.02,1918.64,7.1,36,0,71.0,4.23,83.87,7.17,6
Triston McKenzie,409,85.84,2194.21,6.75,25,0,70.42,28.9,84.41,7.46,5
Casey Mize,488,90.31,2107.77,7.01,14,0,68.95,16.01,84.18,7.02,6
Bailey Falter,416,88.37,2004.15,7.3,23,0,69.81,19.64,83.7,7.02,5
Jake Irvin,563,88.76,2447.31,6.95,33,0,69.18,18.76,82.1,7.03,6
Hogan Harris,376,86.69,2297.53,6.74,18,0,68.27,22.7,84.05,6.92,4
Framber Valdez,525,89.35,2255.05,5.87,25,0,69.95,1.33,87.34,7.17,6
Nick Lodolo,467,90.11,2434.16,6.18,27,0,70.7,15.26,83.71,7.29,5
Tobias Myers,414,88.49,2149.08,6.69,24,0,69.47,20.01,83.96,7.13,6
Slade Cecconi,377,88.94,2299.52,6.69,19,0,68.74,22.08,82.68,7.08,5
Alec Marsh,539,89.61,2436.04,6.1,34,0,70.0,20.14,86.4,7.25,6
Spencer Schwellenbach,351,89.02,2283.2,6.91,19,0,69.62,8.1,81.48,7.3,4
Bryce Miller,526,91.13,2221.31,6.32,29,0,70.8,24.15,82.7,7.06,6
Jonathan Cannon,270,88.83,2242.55,6.14,15,0,70.48,14.19,83.94,7.27,3
