full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Clayton Kershaw,155,85.67,2289.45,6.35,6,0,69.25,19.88,82.23,7.4,2
Paolo Espino,75,80.44,2286.28,6.5,1,0,73.04,21.25,84.55,7.27,1
Chris Sale,476,88.24,2220.72,6.43,37,0,68.97,16.38,79.59,7.43,5
Kyle Hendricks,380,83.6,2243.69,5.62,13,0,70.28,13.13,79.37,7.37,5
Ross Stripling,155,85.51,2111.09,6.06,3,0,70.27,18.88,85.34,7.19,2
Andrew Heaney,445,87.6,2382.87,6.53,22,0,70.72,20.23,80.57,7.39,5
Kyle Freeland,445,88.38,2303.86,6.63,32,0,71.25,17.34,84.69,7.47,5
Luis Severino,431,91.84,2269.27,6.49,22,0,69.91,19.45,82.05,7.11,5
Freddy Peralta,496,89.81,2208.98,6.59,29,0,69.53,22.03,82.27,7.16,5
Dylan Cease,605,91.68,2704.95,6.34,49,0,67.5,18.29,80.5,7.33,6
Logan Webb,484,89.03,1975.4,7.01,24,0,70.16,8.47,83.05,7.06,5
Jake Woodford,71,88.12,,6.42,3,0,70.99,22.12,83.76,7.3,1
Brady Singer,529,87.89,2335.2,7.1,29,0,69.21,15.69,81.67,7.23,6
Framber Valdez,473,87.7,2409.75,5.89,39,0,70.01,2.24,83.29,7.56,5
Nick Lodolo,441,90.55,2322.28,6.14,27,0,68.76,17.46,82.84,7.18,5
Zac Gallen,555,88.47,2235.26,6.59,25,0,70.02,8.68,81.6,7.42,6
MacKenzie Gore,544,91.54,2266.43,7.02,23,0,70.11,19.7,82.23,7.18,6
Davis Daniel,234,86.22,2157.38,6.67,11,0,69.53,21.44,78.09,7.19,3
George Kirby,562,91.73,2129.67,6.51,34,0,69.57,19.26,82.82,7.02,6
Taj Bradley,452,91.86,2052.48,6.48,31,0,69.95,19.54,83.66,7.11,5
Brayan Bello,541,91.56,2061.21,6.3,39,0,69.98,12.11,83.19,7.23,6
Grayson Rodriguez,585,89.0,2251.01,7.28,41,0,69.09,14.88,83.01,7.17,6
Drew Thorpe,381,85.05,2258.67,6.37,12,0,69.92,21.68,79.9,7.54,5
Michael McGreevy,99,88.53,2212.89,6.86,3,0,70.32,3.0,84.48,6.9,1
