full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Shawn Armstrong,204,91.65,2376.24,6.63,13,0,71.19,30.88,81.54,7.16,10
Jameson Taillon,468,87.15,2491.03,6.71,20,0,69.65,20.51,83.69,7.34,5
Trevor Williams,514,84.05,2064.8,6.81,28,0,70.4,17.47,81.64,7.19,6
Nick Pivetta,380,89.49,2469.44,6.71,29,0,70.37,25.12,82.66,7.29,5
Colin Rea,510,88.41,2120.42,6.58,24,0,71.47,17.38,83.71,7.35,6
Jack Flaherty,521,88.01,2327.49,6.64,53,0,70.09,12.23,80.93,7.54,6
Hogan Harris,245,86.78,2365.12,6.7,15,0,68.49,21.87,80.84,6.99,3
Patrick Sandoval,584,86.34,2160.23,6.25,35,0,69.4,15.04,81.41,7.39,6
Chris Paddack,538,86.68,2065.76,6.93,33,0,69.06,18.28,82.78,7.23,6
Zac Gallen,365,88.35,2265.68,6.51,24,0,69.42,15.05,85.98,7.27,5
Logan Gilbert,545,90.05,1850.61,7.57,27,0,69.79,11.33,83.66,7.39,6
Ray Kerr,281,88.75,2105.48,6.14,23,0,67.86,18.44,80.68,7.34,6
Christian Scott,454,89.94,2243.82,6.88,24,0,70.5,29.06,82.86,7.14,5
Spencer Arrighetti,554,86.56,2417.08,7.22,36,0,69.96,15.95,82.2,7.23,6
