team,wins,losses,run_diff,streak,games_played,win_pct
NYY,37,17,95,W4,54,.685
BAL,32,18,58,W3,50,.640
BOS,26,26,31,L2,52,.500
TB,25,28,-50,L6,53,.472
TOR,23,28,-35,L2,51,.451
CLE,35,17,72,W8,52,.673
KC,34,19,82,W8,53,.642
MIN,28,23,8,W4,51,.549
DET,25,27,-3,W2,52,.481
CWS,15,38,-113,L4,53,.283
SEA,27,26,-11,L4,53,.509
TEX,24,29,-10,L6,53,.453
HOU,23,29,-7,L1,52,.442
OAK,22,32,-60,W1,54,.407
LAA,20,32,-35,L2,52,.385
PHI,38,15,96,W1,53,.717
ATL,29,20,40,L2,49,.592
WSH,23,27,-14,W2,50,.460
NYM,21,30,-25,L5,51,.412
MIA,18,35,-80,L1,53,.340
MIL,30,21,46,W2,51,.588
CHC,27,25,-2,L3,52,.519
STL,24,26,-42,W4,50,.480
PIT,25,28,-22,W2,53,.472
CIN,22,30,-6,W2,52,.423
LAD,33,21,72,L4,54,.611
SF,27,26,-18,W4,53,.509
SD,27,28,5,L2,55,.491
ARI,25,27,5,W1,52,.481
COL,17,34,-77,L1,51,.333
