team,wins,losses,run_diff,streak,games_played,win_pct
TOR,54,39,20,L1,93,.581
NYY,51,41,105,W3,92,.554
TB,50,43,67,W1,93,.538
BOS,49,45,55,W6,94,.521
BAL,40,50,-83,L1,90,.444
DET,59,35,108,L1,94,.628
KC,46,48,-22,W4,94,.489
MIN,45,47,-9,W2,92,.489
CLE,43,48,-51,W3,91,.473
CWS,31,62,-92,W1,93,.333
HOU,55,38,63,L3,93,.591
SEA,48,44,12,L2,92,.522
LAA,45,47,-57,W1,92,.489
TEX,45,48,33,L1,93,.484
Athletics,38,56,-138,L1,94,.404
PHI,54,39,65,W1,93,.581
NYM,53,39,45,W1,92,.576
MIA,42,49,-62,L1,91,.462
ATL,40,51,2,W1,91,.440
WSH,38,54,-82,W1,92,.413
CHC,54,38,117,L2,92,.587
MIL,53,40,68,W4,93,.570
STL,49,44,11,L1,93,.527
CIN,47,46,23,W1,93,.505
PIT,38,56,-45,L6,94,.404
LAD,56,38,66,L6,94,.596
SF,51,43,20,L1,94,.543
SD,49,43,4,L1,92,.533
ARI,46,47,8,W1,93,.495
COL,21,72,-251,L3,93,.226
