mlbam_id,lookup_player_name,team,avg_launch_speed,avg_bat_speed,avg_swing_length,total_pitches,recent_home_runs,recent_strikeouts,HR,SO,PA,AVG,SLG
457705,andrew mccutchen,PIT,87.08,72.22,7.91,17,0,1,9.0,78.0,371.0,0.25,0.38
502671,paul goldschmidt,NYY,92.16,70.43,8.12,23,1,2,8.0,66.0,385.0,0.29,0.43
514888,josé altuve,HOU,79.92,67.28,8.0,15,0,2,17.0,68.0,426.0,0.28,0.46
518692,freddie freeman,LAD,87.37,71.56,6.81,13,0,1,10.0,86.0,384.0,0.3,0.47
521692,salvador pérez,KC,90.33,72.6,8.44,8,0,0,18.0,77.0,407.0,0.26,0.47
542303,marcell ozuna,ATL,80.38,72.17,7.41,16,1,1,13.0,90.0,396.0,0.24,0.39
543760,marcus semien,TEX,92.98,67.76,7.82,7,0,0,13.0,80.0,429.0,0.23,0.36
543807,george springer,TOR,78.5,65.29,7.2,17,0,2,17.0,73.0,393.0,0.29,0.5
553993,eugenio suárez,AZ,77.03,72.78,7.82,8,0,0,36.0,111.0,421.0,0.25,0.59
571448,nolan arenado,STL,66.45,62.78,7.65,16,0,0,10.0,36.0,379.0,0.24,0.38
572233,christian walker,HOU,80.73,75.27,7.98,13,0,1,13.0,114.0,412.0,0.23,0.38
592206,nick castellanos,PHI,80.18,74.24,7.64,15,1,0,13.0,85.0,421.0,0.27,0.43
592450,aaron judge,NYY,88.76,71.12,8.45,21,1,1,37.0,120.0,459.0,0.34,0.71
592518,manny machado,SD,84.38,74.4,7.52,13,0,0,19.0,76.0,443.0,0.29,0.49
592885,christian yelich,MIL,81.14,71.25,7.25,18,0,0,19.0,112.0,412.0,0.26,0.44
596019,francisco lindor,NYM,77.38,68.8,6.98,17,0,3,20.0,85.0,462.0,0.25,0.44
605137,josh bell,WSH,65.65,64.22,8.38,11,0,2,13.0,59.0,348.0,0.22,0.39
606192,teoscar hernández,LAD,79.93,73.55,7.72,18,0,1,15.0,80.0,335.0,0.25,0.46
607043,brandon nimmo,NYM,84.12,70.32,7.14,15,0,2,19.0,81.0,414.0,0.26,0.47
607208,trea turner,PHI,96.46,76.19,7.73,16,0,0,11.0,75.0,455.0,0.3,0.44
621020,dansby swanson,CHC,84.12,74.13,7.73,11,0,2,16.0,115.0,426.0,0.25,0.42
621043,carlos correa,MIN,83.6,74.34,7.22,29,0,2,7.0,66.0,349.0,0.27,0.39
621439,byron buxton,MIN,82.08,74.13,7.77,15,0,3,23.0,97.0,361.0,0.28,0.57
621493,taylor ward,LAA,92.6,68.0,6.6,15,0,2,23.0,119.0,442.0,0.23,0.48
621566,matt olson,ATL,77.16,75.86,7.21,21,0,1,18.0,106.0,453.0,0.26,0.47
624413,pete alonso,NYM,75.12,76.12,7.08,9,0,1,22.0,105.0,450.0,0.27,0.51
641355,cody bellinger,NYY,74.92,69.1,7.58,28,0,0,19.0,55.0,401.0,0.28,0.51
641857,ryan mcmahon,COL,78.93,69.7,7.16,21,1,1,16.0,127.0,401.0,0.22,0.4
642715,willy adames,SF,77.32,69.17,8.27,15,0,1,15.0,113.0,438.0,0.23,0.4
645277,ozzie albies,ATL,80.38,68.18,7.38,15,0,1,9.0,68.0,432.0,0.22,0.33
646240,rafael devers,SF,92.46,72.31,7.81,12,0,0,19.0,120.0,474.0,0.26,0.48
647304,josh naylor,AZ,80.25,74.36,7.6,17,0,2,11.0,51.0,398.0,0.29,0.44
650333,luis arráez,SD,91.08,64.26,6.17,12,0,0,5.0,12.0,428.0,0.29,0.4
650402,gleyber torres,DET,83.18,72.4,6.5,12,0,1,9.0,51.0,392.0,0.28,0.41
650489,willi castro,MIN,71.74,69.12,7.32,17,0,1,10.0,81.0,323.0,0.25,0.42
650490,yandy díaz,TB,87.86,71.01,7.21,16,0,1,17.0,61.0,436.0,0.29,0.47
650859,luis rengifo,LAA,80.28,62.91,6.56,13,0,2,4.0,66.0,367.0,0.24,0.32
656775,cedric mullins,BAL,82.37,68.68,8.15,11,0,0,13.0,83.0,335.0,0.22,0.4
656811,ryan o'hearn,BAL,85.37,71.1,7.22,15,0,1,12.0,57.0,342.0,0.28,0.45
656941,kyle schwarber,PHI,91.98,78.6,7.28,12,0,0,36.0,121.0,458.0,0.26,0.58
657757,gavin sheets,SD,81.92,69.32,7.85,26,0,1,14.0,75.0,383.0,0.25,0.42
660271,shohei ohtani,LAD,89.46,75.0,8.27,17,1,0,37.0,121.0,470.0,0.27,0.62
660821,jesús sánchez,MIA,82.61,72.02,6.96,19,0,1,9.0,67.0,321.0,0.26,0.42
661388,william contreras,MIL,79.2,70.86,7.19,18,0,2,6.0,80.0,422.0,0.24,0.34
663538,nico hoerner,CHC,82.73,68.27,6.93,22,0,1,3.0,30.0,407.0,0.29,0.37
663586,austin riley,ATL,86.28,63.72,7.25,13,0,1,14.0,114.0,412.0,0.27,0.44
663647,ke'bryan hayes,PIT,95.78,73.5,6.98,10,0,0,2.0,79.0,377.0,0.24,0.3
663697,jonathan india,KC,84.08,70.21,6.61,13,0,0,4.0,68.0,411.0,0.24,0.34
663728,cal raleigh,SEA,89.64,74.9,7.62,12,0,0,39.0,113.0,448.0,0.26,0.61
663757,trent grisham,NYY,85.1,63.6,7.47,8,1,1,17.0,72.0,336.0,0.25,0.46
663993,nathaniel lowe,WSH,80.5,71.57,7.6,13,0,0,15.0,118.0,428.0,0.22,0.39
664023,ian happ,CHC,89.63,71.54,6.9,17,0,1,13.0,95.0,429.0,0.22,0.37
664034,ty france,MIN,77.75,69.06,7.48,21,0,2,6.0,60.0,374.0,0.25,0.36
664040,brandon lowe,TB,72.3,75.33,7.13,8,0,0,19.0,89.0,350.0,0.27,0.48
664761,alec bohm,PHI,86.02,73.8,7.61,14,1,0,8.0,62.0,383.0,0.28,0.39
665161,jeremy peña,HOU,90.4,72.3,7.33,5,0,0,11.0,55.0,350.0,0.32,0.49
665742,juan soto,NYM,82.32,71.0,6.93,27,0,1,24.0,85.0,453.0,0.26,0.5
666158,gavin lux,CIN,80.71,67.4,6.91,19,1,0,4.0,79.0,332.0,0.27,0.38
666176,jo adell,LAA,73.42,75.34,7.62,9,0,0,21.0,89.0,359.0,0.24,0.47
666969,adolis garcía,TEX,79.9,75.02,8.36,12,0,1,14.0,104.0,399.0,0.23,0.4
667670,brent rooker,ATH,87.35,72.96,7.04,15,0,1,21.0,104.0,460.0,0.27,0.5
668227,randy arozarena,SEA,87.27,72.78,7.07,15,0,2,19.0,122.0,444.0,0.25,0.47
668715,spencer steer,CIN,97.48,68.52,6.85,12,1,1,11.0,87.0,377.0,0.25,0.39
668804,bryan reynolds,PIT,90.57,67.6,6.59,12,0,2,10.0,114.0,420.0,0.23,0.38
668930,brice turang,MIL,77.63,66.35,5.99,31,1,1,6.0,90.0,420.0,0.28,0.37
669257,will smith,LAD,77.6,64.6,7.46,21,0,2,14.0,58.0,326.0,0.32,0.55
669701,josh smith,TEX,74.35,62.89,6.26,19,1,0,8.0,59.0,361.0,0.27,0.41
669911,michael toglia,COL,81.86,67.29,7.13,16,0,2,10.0,124.0,324.0,0.19,0.35
670623,isaac paredes,HOU,80.48,65.8,7.78,15,0,1,19.0,67.0,409.0,0.26,0.47
670770,tj friedl,CIN,81.0,68.17,6.52,28,0,0,10.0,69.0,445.0,0.27,0.4
671218,heliot ramos,SF,90.16,72.97,6.5,16,0,1,14.0,105.0,445.0,0.27,0.43
671732,lawrence butler,ATH,76.0,71.27,6.78,11,0,2,14.0,125.0,437.0,0.24,0.42
672386,alejandro kirk,TOR,83.2,68.72,6.38,19,0,0,7.0,34.0,345.0,0.3,0.41
672580,maikel garcía,KC,85.28,70.68,7.28,18,0,1,8.0,54.0,414.0,0.29,0.44
672640,otto lopez,MIA,95.5,67.83,5.93,5,0,0,11.0,50.0,359.0,0.25,0.4
672695,geraldo perdomo,AZ,80.93,68.17,7.06,20,0,0,10.0,51.0,457.0,0.28,0.43
672820,lenyn sosa,CWS,75.9,72.59,7.52,20,0,1,9.0,75.0,324.0,0.27,0.41
673237,yainer diaz,HOU,86.05,71.92,7.48,8,0,0,13.0,64.0,369.0,0.25,0.4
673548,seiya suzuki,CHC,84.72,65.12,6.66,14,0,2,26.0,114.0,434.0,0.25,0.53
676391,ernie clement,TOR,73.05,62.7,6.84,18,0,1,5.0,36.0,378.0,0.28,0.39
676475,alec burleson,STL,87.32,72.51,7.12,21,2,1,12.0,44.0,350.0,0.28,0.46
678882,ceddanne rafaela,BOS,80.17,67.28,6.83,14,0,1,14.0,69.0,369.0,0.27,0.46
680757,steven kwan,CLE,87.72,65.68,6.4,15,1,0,8.0,35.0,424.0,0.29,0.41
680776,jarren duran,BOS,83.0,74.32,7.34,13,0,1,9.0,113.0,463.0,0.25,0.43
680977,brendan donovan,STL,78.38,71.42,6.8,12,1,0,9.0,56.0,423.0,0.29,0.43
681082,bryson stott,PHI,74.01,66.39,7.01,18,0,2,7.0,61.0,367.0,0.23,0.34
681624,andy pages,LAD,80.13,72.88,7.83,17,0,0,19.0,84.0,404.0,0.29,0.49
682657,angel martínez,CLE,75.83,66.32,6.93,8,0,1,9.0,67.0,317.0,0.25,0.41
682829,elly de la cruz,CIN,88.53,68.26,6.54,23,1,1,18.0,108.0,447.0,0.28,0.49
682928,cj abrams,WSH,85.91,71.25,7.25,22,1,1,13.0,67.0,394.0,0.27,0.47
682985,riley greene,DET,90.7,72.08,6.56,12,0,0,25.0,138.0,426.0,0.28,0.52
683002,gunnar henderson,BAL,89.4,74.96,7.16,18,0,0,11.0,93.0,401.0,0.28,0.45
683011,anthony volpe,NYY,82.37,68.82,7.46,21,0,1,14.0,95.0,410.0,0.21,0.41
683737,michael busch,CHC,78.92,69.95,7.46,20,0,1,20.0,85.0,366.0,0.28,0.53
686217,sal frelick,MIL,69.32,62.7,6.72,7,0,0,7.0,49.0,385.0,0.29,0.4
686469,vinnie pasquantino,KC,86.18,72.24,7.8,12,0,2,17.0,72.0,428.0,0.27,0.44
686668,brenton doyle,COL,88.31,60.74,6.3,18,0,1,7.0,89.0,344.0,0.22,0.33
687263,zach neto,LAA,40.0,72.0,7.3,5,0,1,15.0,93.0,369.0,0.28,0.47
687401,joey ortiz,MIL,77.1,74.0,7.38,13,0,0,7.0,56.0,344.0,0.22,0.31
691016,tyler soderstrom,ATH,91.45,68.5,7.08,7,1,0,19.0,98.0,425.0,0.26,0.46
691026,masyn winn,STL,91.93,70.97,7.06,21,0,0,7.0,67.0,390.0,0.27,0.38
691718,pete crow-armstrong,CHC,97.53,63.65,6.46,12,0,1,27.0,99.0,425.0,0.27,0.56
694192,jackson chourio,MIL,88.38,74.11,7.29,19,0,1,17.0,93.0,455.0,0.27,0.46
694384,nolan schanuel,LAA,76.4,60.76,5.99,18,0,3,8.0,52.0,431.0,0.28,0.4
700250,ben rice,NYY,92.27,68.65,7.97,21,0,0,15.0,66.0,321.0,0.24,0.47
