game_date,home_team,away_team,winner
2024-04-20,Yankees,Rays,Rays
2024-04-20,Twins,Tigers,Twins
2024-04-20,Cardinals,Brewers,Brewers
2024-04-20,Cubs,Marlins,Marlins
2024-04-20,Dodgers,Mets,Mets
2024-04-20,Pirates,Red Sox,Red Sox
2024-04-20,Giants,D-backs,Giants
2024-04-20,Nationals,Astros,Nationals
2024-04-20,Phillies,White Sox,Phillies
2024-04-20,Reds,Angels,Reds
2024-04-20,Royals,Orioles,Orioles
2024-04-20,Braves,Rangers,Braves
2024-04-20,Cubs,Marlins,Cubs
2024-04-20,Rockies,Mariners,Mariners
2024-04-20,Padres,Blue Jays,Blue Jays
