team,wins,losses,run_diff,streak,games_played,win_pct
TOR,54,38,21,W10,92,.587
NYY,50,41,102,W2,91,.549
TB,49,43,63,L2,92,.533
BOS,48,45,47,W5,93,.516
BAL,40,50,-83,L1,90,.444
DET,59,34,112,W5,93,.634
KC,45,48,-23,W3,93,.484
MIN,44,47,-11,W1,91,.484
CLE,42,48,-53,W2,90,.467
CWS,30,62,-93,L3,92,.326
HOU,55,37,65,L2,92,.598
SEA,48,43,15,L1,91,.527
TEX,45,47,36,W1,92,.489
LAA,44,47,-60,L1,91,.484
Athletics,38,55,-131,W1,93,.409
NYM,53,39,45,W1,92,.576
PHI,53,39,52,L2,92,.576
MIA,42,48,-57,W2,90,.467
ATL,39,51,-5,L5,90,.433
WSH,37,54,-88,L4,91,.407
CHC,54,37,119,L1,91,.593
MIL,52,40,67,W3,92,.565
STL,49,43,17,W1,92,.533
CIN,46,46,18,L4,92,.500
PIT,38,55,-44,L5,93,.409
LAD,56,37,67,L5,93,.602
SF,51,42,33,W4,93,.548
SD,49,42,10,W1,91,.538
ARI,45,47,2,L1,92,.489
COL,21,71,-243,L2,92,.228
