team,wins,losses,run_diff,streak,games_played,win_pct
BAL,81,59,106,W3,140,.579
NYY,80,59,122,L1,139,.576
BOS,70,69,0,L4,139,.504
TB,68,70,-65,W1,138,.493
TOR,67,73,-53,L2,140,.479
CLE,80,59,80,W3,139,.576
MIN,75,63,51,L1,138,.543
KC,75,65,85,L7,140,.536
DET,70,69,14,L1,139,.504
CWS,31,109,-310,L12,140,.221
HOU,75,63,87,L1,138,.543
SEA,69,70,22,L4,139,.496
TEX,66,73,-46,W1,139,.475
OAK,61,78,-71,W2,139,.439
LAA,57,81,-131,L1,138,.413
PHI,82,56,111,W3,138,.594
ATL,75,63,64,W1,138,.543
NYM,75,64,49,W6,139,.540
WSH,62,76,-71,W1,138,.449
MIA,51,87,-189,L1,138,.370
MIL,81,58,136,L1,139,.583
CHC,71,68,45,L2,139,.511
STL,70,69,-55,W1,139,.504
CIN,66,73,13,W2,139,.475
PIT,65,73,-43,W2,138,.471
LAD,84,55,121,W2,139,.604
SD,79,61,70,W2,140,.564
ARI,78,61,93,W1,139,.561
SF,68,71,-21,L3,139,.489
COL,51,88,-214,L2,139,.367
