team,wins,losses,run_diff,streak,games_played,win_pct
NYY,83,61,128,W1,144,.576
BAL,82,63,84,L3,145,.566
BOS,73,71,3,W1,144,.507
TB,71,73,-56,L1,144,.493
TOR,68,77,-55,L2,145,.469
CLE,82,62,72,W1,144,.569
KC,79,66,91,L1,145,.545
MIN,76,68,34,L4,144,.528
DET,73,71,22,W2,144,.507
CWS,33,112,-304,L1,145,.228
HOU,77,66,87,L1,143,.538
SEA,73,71,46,W1,144,.507
TEX,70,74,-39,W2,144,.486
OAK,62,82,-94,L2,144,.431
LAA,60,84,-121,W1,144,.417
PHI,86,58,118,W1,144,.597
NYM,79,65,59,W1,144,.549
ATL,78,66,63,L1,144,.542
WSH,64,79,-77,L1,143,.448
MIA,54,90,-193,L1,144,.375
MIL,82,61,134,L1,143,.573
CHC,74,70,59,W2,144,.514
STL,72,71,-63,L1,143,.503
CIN,70,75,18,W2,145,.483
PIT,68,76,-49,W2,144,.472
LAD,86,58,113,L1,144,.597
SD,81,64,70,L2,145,.559
ARI,80,64,86,W1,144,.556
SF,71,73,-22,W2,144,.493
COL,54,90,-214,W1,144,.375
