team_name,avg_launch_speed,avg_bat_speed,avg_swing_length
BAL,86.98092592592593,68.12773964131107,7.234033704390847
BOS,83.84049999999999,70.52216666666666,7.2090000000000005
CHC,79.73234615384615,67.86046153846154,6.950461538461539
CIN,81.61734693877551,68.54761904761905,7.062108843537414
CLE,82.49533333333332,69.2245238095238,7.019404761904762
COL,88.8675,72.49315476190476,7.619047619047619
CWS,81.23313492063492,69.02969696969697,7.0785353535353535
DET,89.57062289562289,69.74651755651756,7.1448196248196245
HOU,82.80684807256236,67.41370181405895,6.857789115646258
KC,85.09214285714286,69.39652777777778,7.206944444444445
LAA,77.97428571428571,67.82271428571428,6.846333333333334
LAD,86.72939153439154,69.34145502645502,7.344087301587302
MIA,83.25309523809524,68.73702136752136,6.707487179487179
MIL,85.18861111111111,70.05960317460317,6.8928306878306875
MIN,84.69278273809523,67.22101370851371,6.993284632034632
NYM,89.825,73.95384615384616,7.007692307692308
NYY,87.53587962962963,72.42170454545455,7.819469696969698
PHI,91.77410714285713,70.56565175565176,7.585086580086579
PIT,83.59857142857142,64.48568986568988,6.988583638583639
SD,85.38750566893425,70.79056186868686,7.642992424242424
SEA,82.01535714285716,70.35656462585034,7.266173469387755
SF,81.44166666666666,66.74825396825398,7.536825396825397
STL,89.535,70.48229166666667,7.389583333333333
TB,77.63944444444444,69.05092063492063,7.443492063492063
TEX,89.54666666666667,66.76428571428572,7.300357142857142
TOR,78.6798752834467,68.70522727272727,6.936136363636364
WSH,87.07041666666666,67.74023809523808,7.089285714285714
