team,wins,losses,run_diff,streak,games_played,win_pct
NYY,87,63,123,W1,150,.580
BAL,84,66,83,L1,150,.560
BOS,75,75,4,L1,150,.500
TB,73,77,-64,L2,150,.487
TOR,72,78,-48,W3,150,.480
CLE,86,64,81,W2,150,.573
KC,82,68,103,L1,150,.547
MIN,79,70,34,W1,149,.530
DET,77,73,35,W1,150,.513
CWS,35,115,-311,W2,150,.233
HOU,81,68,94,W4,149,.544
SEA,77,73,53,W3,150,.513
TEX,71,79,-63,L3,150,.473
OAK,65,85,-95,L2,150,.433
LAA,60,89,-134,L5,149,.403
PHI,90,59,119,W2,149,.604
ATL,81,68,77,L1,149,.544
NYM,81,68,64,L2,149,.544
WSH,68,81,-81,W3,149,.456
MIA,55,95,-201,L3,150,.367
MIL,86,63,134,L1,149,.577
CHC,76,73,59,W1,149,.510
STL,74,75,-67,L3,149,.497
CIN,73,78,22,L1,151,.483
PIT,71,78,-53,W1,149,.477
LAD,88,61,106,W1,149,.591
SD,85,65,85,W3,150,.567
ARI,83,66,95,W1,149,.557
SF,72,78,-29,L4,150,.480
COL,57,93,-225,L1,150,.380
